
Locational Marginal Prices for Real Power at nodes ($/MWh): 
1	-29.8742
2	-2.62767e+06
3	-1.06044e+07
4	-9.29652e+06
5	-6.90983e+06
6	-5.75085e+06
7	-4.85361e+06
8	-34.2539
9	-4.17267e+07
10	-3.97943e+07
11	-3.57505e+07
12	-4.18558e+07
13	-3.11838e+07
14	-2.51382e+07
15	-1.74722e+07
16	-3.00115e+07
17	-1.57506e+07
18	-1.08235e+07
19	-1.51408e+07
20	-1.78761e+07
21	-2.27712e+07
22	-2.35086e+07
23	-2.32189e+07
24	-1.83395e+07
25	-1.96081e+07
26	-1.73384e+07
27	-1.19624e+07
28	-9.94329e+06
29	-8.7009e+06
30	-2.00333e+07
31	-2.10794e+07
32	-2.26684e+07
33	-2.26684e+07
34	-2.46743e+07
35	-2.48384e+07
36	-2.49515e+07
37	-2.48606e+07
38	-2.42568e+07
39	-2.49933e+07
40	-2.51653e+07
41	-3.31455e+07
42	-3.19e+07
43	-3.5045e+07
44	-2.28734e+07
45	-1.99363e+07
46	-2.52007e+07
47	-2.52585e+07
48	-2.52783e+07
49	-2.81217e+07
50	-3.16858e+07
51	-3.78117e+07
52	-1.58455e+07
53	-1.96051e+07
54	-2.8469e+07
55	-3.71228e+07
56	-3.06474e+07
57	-2.97371e+07
