
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-77.2064 MW
2	399.794 MW
3	567 MW
4	-209.496 MW
5	332.389 MW
6	125.115 MW
7	723 MW
8	-727.216 MW
9	126.966 MW
10	-52.878 MW
11	919.831 MW
12	1.05334e-09 MW
13	-727.216 MW
14	-51.2018 MW
15	-4.40827 MW
16	-212.389 MW
17	-366.865 MW
18	757.422 MW
19	51.4425 MW
20	46.3671 MW
21	-100.408 MW
22	-54.4845 MW
23	62.5504 MW
24	147.55 MW
25	334 MW
26	42.5849 MW
27	472 MW
28	89.5497 MW
29	-113.633 MW
30	187.167 MW
31	131 MW
32	-73.8906 MW
33	-57.816 MW
34	-52.4588 MW
35	-914.384 MW
36	430 MW
37	75.915 MW
38	-128.793 MW
39	420.618 MW
40	-61.2671 MW
41	7.58544 MW
42	-379.118 MW
43	-142.267 MW
44	15.0816 MW
45	136.815 MW
46	285 MW
47	115.8 MW
48	510 MW
49	91.8146 MW
50	61.4146 MW
51	2.4 MW
52	-113.432 MW
53	48.8588 MW
54	37.7712 MW
55	-28.1985 MW
56	-113.432 MW
57	43.201 MW
58	27.0211 MW
59	130.242 MW
60	-114.063 MW
61	-43.201 MW
62	-5.61684 MW
63	3.82919 MW
64	-57.3009 MW
65	23.8055 MW
66	15.6949 MW
67	-5.65094 MW
68	-133.651 MW
69	-48.6174 MW
70	-63.1407 MW
71	600 MW
72	600 MW
73	-4.39958 MW
74	-235.9 MW
75	20.8957 MW
76	-5.11242 MW
77	-663.716 MW
78	-113.493 MW
79	20.3235 MW
80	-8.97112 MW
81	273.435 MW
82	13.372 MW
83	25.354 MW
84	73.7837 MW
85	57.2134 MW
86	-150.208 MW
87	-180.441 MW
88	-606.502 MW
89	-102.601 MW
90	57.9733 MW
91	-25.0761 MW
92	-47.2988 MW
93	5.40786e-09 MW
94	-57.4112 MW
95	-118.411 MW
96	-77.9711 MW
97	-62.6171 MW
98	-111.125 MW
99	91.9031 MW
100	15.0013 MW
101	40.8735 MW
102	265 MW
103	1.00129 MW
104	-216.999 MW
105	-150.208 MW
106	-56.0013 MW
107	500 MW
108	141.537 MW
109	264.256 MW
110	500 MW
111	-141.537 MW
112	145.3 MW
113	28.5505 MW
114	-41 MW
115	-69.5505 MW
116	-84.1 MW
117	28.1 MW
118	-12.6772 MW
119	28.5772 MW
120	216 MW
121	-56.6561 MW
122	14 MW
123	-59.778 MW
124	-75.2232 MW
125	-163.023 MW
126	-290.719 MW
127	50.5 MW
128	-119.33 MW
129	-310.509 MW
130	-94.2397 MW
131	11.1 MW
132	29.6 MW
133	127.491 MW
134	-438 MW
135	-54.9818 MW
136	-122.24 MW
137	333.92 MW
138	-444.67 MW
139	-495.752 MW
140	29.4341 MW
141	-29.4341 MW
142	83.7452 MW
143	-69.2111 MW
144	14.9 MW
145	-45.0478 MW
146	-86.3211 MW
147	-124.11 MW
148	74.8111 MW
149	76.4678 MW
150	97.3367 MW
151	152.754 MW
152	-30.5367 MW
153	27.2851 MW
154	43.4885 MW
155	-64.7425 MW
156	39.9472 MW
157	42.2434 MW
158	-41.5996 MW
159	-75.1531 MW
160	-2.50713 MW
161	6.32564 MW
162	67.2323 MW
163	5.95308 MW
164	0.594202 MW
165	-5.04692 MW
166	2.4 MW
167	71.2756 MW
168	32.4721 MW
169	24.7 MW
170	10.8054 MW
171	-31.7733 MW
172	-12.2392 MW
173	-13.3969 MW
174	-32.9969 MW
175	-63.4361 MW
176	34.2149 MW
177	34.2149 MW
178	10.7417 MW
179	-10.7417 MW
180	-480.117 MW
181	-480.117 MW
182	-559.517 MW
183	51.3738 MW
184	13.9261 MW
185	852.332 MW
186	517.841 MW
187	100.31 MW
188	100 MW
189	13.9261 MW
190	16.0632 MW
191	14.9103 MW
192	-225.859 MW
193	-73.9973 MW
194	12.0605 MW
195	21.139 MW
196	-439.022 MW
197	-85.4169 MW
198	-96.1098 MW
199	-184.247 MW
200	-24.5215 MW
201	-52.0977 MW
202	-54.5294 MW
203	-118.214 MW
204	-230.743 MW
205	-117.26 MW
206	-321.333 MW
207	203.12 MW
208	-325.66 MW
209	229.55 MW
210	-757.422 MW
211	245.032 MW
212	-919.831 MW
213	116.015 MW
214	351.684 MW
215	317.527 MW
216	0 MW
217	60.7846 MW
218	-100.22 MW
219	-200.267 MW
220	2.74492 MW
221	730.413 MW
222	-67.5435 MW
223	-163.2 MW
224	-236.743 MW
225	229.301 MW
226	-521.245 MW
227	-885.956 MW
228	428.372 MW
229	513.028 MW
230	101.378 MW
231	555.404 MW
232	400.671 MW
233	393.539 MW
234	-41.4445 MW
235	-246.445 MW
236	800 MW
237	-319.459 MW
238	-398.42 MW
239	-174.082 MW
240	-191.053 MW
241	-184.897 MW
242	-5.7445 MW
243	-137.633 MW
244	54.1744 MW
245	-558.333 MW
246	103.413 MW
247	-264.256 MW
248	236.455 MW
249	227.188 MW
250	-51.2202 MW
251	12.5838 MW
252	-151.78 MW
253	177.57 MW
254	-132.103 MW
255	106.259 MW
256	57.9288 MW
257	116.015 MW
258	-66.2449 MW
259	161.467 MW
260	88.288 MW
261	-21.712 MW
262	-48.288 MW
263	66.0947 MW
264	-126.467 MW
265	139.628 MW
266	-373.88 MW
267	-73.2367 MW
268	21.139 MW
269	568 MW
270	-653 MW
271	-428.372 MW
272	-653 MW
273	653 MW
274	51.7845 MW
275	-18.8777 MW
276	-49.0668 MW
277	-5.10754 MW
278	-59.3047 MW
279	-117.965 MW
280	-112.992 MW
281	-18.9003 MW
282	92.043 MW
283	248.043 MW
284	34.9714 MW
285	-108.07 MW
286	38.9563 MW
287	-300 MW
288	41.5778 MW
289	-20.8437 MW
290	60.0173 MW
291	-30.1847 MW
292	-36.8326 MW
293	88.787 MW
294	630.687 MW
295	33.1 MW
296	879.864 MW
297	-704.136 MW
298	79.8644 MW
299	-48.6704 MW
300	48.5657 MW
