
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	2.66864
2	2.70879
3	2.6848
4	2.81952
5	2.77758
6	2.74766
7	2.74379
8	2.88313
9	2.705
10	2.66483
11	2.70512
12	2.60425
13	2.66864
14	2.84317
15	2.68608
16	2.69785
17	2.61181
18	2.71319
19	2.72432
20	2.66469
21	2.66302
22	2.77741
23	2.69146
24	2.84511
25	2.63257
26	2.77205
27	2.73131
28	2.95529
29	2.91543
30	2.96247
31	3.04433
32	2.80243
33	2.80816
34	2.65279
35	2.61846
36	2.82036
37	2.81071
38	2.75735
39	2.87626
40	2.74162
41	2.96775
42	2.69216
43	2.68904
44	2.9638
45	3.03526
46	2.95793
47	2.95284
48	2.97592
49	3.31354
50	3.29323
51	3.27702
52	3.275
53	3.32631
54	3.3252
55	2.93601
56	2.95591
57	3.01287
58	3.08273
59	3.27227
60	2.95962
61	2.98047
62	3.13725
63	3.09458
64	3.01637
65	3.14927
66	3.08335
67	3.07328
68	3.22873
69	3.21085
70	3.24671
71	3.39199
72	3.23212
73	3.01494
74	2.97517
75	2.93601
76	3.04305
77	3.13778
78	3.32558
79	3.31797
80	3.31358
81	3.10609
82	3.46728
83	3.31332
84	3.34153
85	3.30849
86	3.46053
87	3.15988
88	3.28999
89	3.46919
90	2.85618
91	3.36172
92	3.31689
93	3.32154
94	3.52307
95	3.17631
96	3.26041
97	3.14164
98	3.40937
99	3.25
100	3.14505
101	3.34494
102	3.39228
103	3.29661
104	3.26335
105	3.50262
106	3.53873
107	3.55558
108	2.90488
109	2.88604
110	2.91901
111	2.91926
112	2.87889
113	2.82888
114	3.01815
115	3.17842
116	2.95927
117	3.03826
118	3.03789
119	2.94481
120	2.97038
121	2.92201
122	2.92788
123	2.908
124	2.91545
125	2.91248
126	2.87064
127	2.97598
128	2.96212
129	3.0705
130	2.10889
131	2.09931
132	2.0925
133	2.1326
134	2.12133
135	2.13447
136	2.25
137	2.25864
138	2.17318
139	2.41027
140	2.17281
141	2.3872
142	2.09833
143	2.05485
144	2.03779
145	2.13654
146	2.14284
147	2.12428
148	2.15887
149	2.23058
150	2.43529
151	2.15231
152	2.18737
153	2.22708
154	2.2364
155	2.22653
156	2.47547
157	2.18788
158	2.45633
159	2.19659
160	2.47547
161	2.41085
162	2.19961
163	2.11411
164	2.25619
165	2.29858
166	2.40368
167	2.60697
168	2.30061
169	2.3641
170	2.18216
171	2.1843
172	2.18072
173	2.10123
174	2.3334
175	2.42657
176	2.30112
177	2.467
178	2.56767
179	2.75162
180	2.88709
181	2.87969
182	2.94627
183	2.53501
184	3.06987
185	2.70012
186	2.98558
187	3.11643
188	2.85477
189	2.82343
190	2.75856
191	2.67037
192	2.62386
193	2.61395
194	2.46648
195	2.53511
196	2.55203
197	2.58428
198	2.76945
199	2.92944
200	3.00976
201	3.11032
202	2.51799
203	3.10982
204	3.03352
205	2.17893
206	2.37208
207	3.42969
208	3.37267
209	3.45052
210	3.52251
211	3.78636
212	3.73078
213	3.7169
214	3.72168
215	4.43545
216	4.01311
217	4.00592
218	3.3728
219	3.48815
220	3.34221
221	3.69842
222	3.49836
223	3.55424
224	3.52136
225	3.4748
226	3.59439
227	3.49325
228	3.55229
229	3.50243
230	3.5231
231	3.61721
232	3.33864
233	3.14903
234	3.7501
235	3.97901
236	3.83765
237	3.85095
238	3.70666
239	3.70742
240	3.7038
241	3.77073
242	3.71627
243	3.76557
244	3.78918
245	3.76042
246	3.72758
247	3.76656
248	3.75283
249	3.65318
250	3.76372
251	3.76771
252	3.9341
253	3.68572
254	3.68378
255	3.78712
256	3.87971
257	3.82029
258	3.89318
259	3.72025
260	3.82415
261	3.76761
262	3.92928
263	3.88749
264	3.82262
265	3.56501
266	3.5223
267	2.96089
268	2.84745
269	3.05549
270	3.09692
271	3.09188
272	3.05345
273	2.80829
274	2.82535
275	2.72232
276	2.7404
277	2.71747
278	2.78673
279	2.7509
280	2.75761
281	2.76047
282	2.73175
283	2.80558
284	2.80434
285	2.77953
286	2.76016
287	2.77715
288	3.06597
289	2.84843
290	3.06299
291	3.11845
292	3.07781
293	2.79509
294	2.80437
295	3.01786
296	3.04881
297	3.0833
298	3.06556
299	3.06704
300	3.05407
Finished writing Internal Node Voltage Phase Angles
