196	2
1	-90
2	-56
3	-20
5	-353
6	-120
8	-58
9	-96
10	-148
11	-83
13	-58
14	-160
15	-126.7
17	-561
20	-595
21	-77
22	-81
23	-21
25	-45
26	-28
27	-69
33	-55
37	-85
38	-155
40	-46
41	-86
43	-39
44	-195
47	-58
48	-41
49	-92
51	-5
52	-61
53	-69
54	-10
55	-22
57	-98
58	-14
59	-218
61	-227
63	-70
70	-56
71	-116
72	-57
73	-224
76	-208
77	-74
79	-48
80	-28
84	-37
89	-44.2
90	-66
91	-17.4
92	-15.8
94	-60.3
97	-39.9
98	-66.7
99	-83.5
102	-77.8
103	-32
104	-8.6
105	-49.6
107	-4.6
108	-112.1
109	-30.7
110	-63
112	-19.6
113	-26.2
114	-18.2
118	-14.1
120	-777
121	-535
122	-229.1
123	-78
124	-276.4
125	-514.8
126	-57.9
127	-380.8
135	-169.2
136	-55.2
137	-273.6
138	-826.7
139	-595
140	-387.7
141	-145
142	-56.5
143	-89.5
145	-24
148	-63
152	-17
154	-70
155	-200
156	-75
157	-123.5
159	-33
161	-35
162	-85
167	-299.9
170	-481.8
171	-763.6
172	-26.5
173	-163.5
175	-176
176	-5
177	-28
178	-427.4
179	-74
180	-69.5
181	-73.4
182	-240.7
183	-40
184	-136.8
186	-59.8
187	-59.8
188	-182.6
189	-7
191	-489
192	-800
196	-10
197	-43
198	-64
199	-35
200	-27
201	-41
202	-38
203	-42
204	-72
206	-12
207	-21
208	-7
209	-38
211	-96
214	-22
215	-47
216	-176
217	-100
218	-131
220	-285
221	-171
222	-328
223	-428
224	-173
225	-410
227	-538
228	-223
229	-96
231	-159
232	-448
233	-404
234	-572
235	-269
238	-255
243	-8
245	-61
246	-77
247	-61
248	-29
249	-29
250	-23
281	-33.1
319	-115.8
320	-2.4
322	-2.4
323	-14.9
324	-24.7
526	-145.3
528	-28.1
531	-14
552	-11.1
562	-50.5
609	-29.6
664	-113.7
1190	-100.31
1200	-100
9003	-2.71
9004	-0.86
9021	-4.75
9022	-1.53
9024	-1.35
9025	-0.45
9026	-0.45
9031	-1.84
9032	-1.39
9033	-1.89
9034	-1.55
9035	-1.66
9036	-3.03
9037	-1.86
9038	-2.58
9041	-1.01
9042	-0.81
9043	-1.6
9052	-30
9071	-1.02
9072	-1.02
9121	-3.8
9533	-1.19
	-23890.46
