69	6				
8	0.01	40	0	100	0
10	0.01	40	0	100	0
20	0.01	40	0	100	0
63	0.01	40	0	100	0
76	0.01	40	0	100	0
84	0.0266667	20	0	475	0
91	0.0645161	20	0	255	0
92	0.0344828	20	0	390	0
98	0.147059	20	0	168	0
108	0.0854701	20	0	217	0
119	0.00518135	20	0	2030	0
124	0.0416667	20	0	340	0
125	0.01	40	0	100	0
138	0.01	40	0	100	0
141	0.0355872	20	0	381	0
143	0.0143678	20	0	796	0
146	0.119048	20	0	184	0
147	0.0460829	20	0	317	0
149	0.0970874	20	0	203	0
152	0.0268817	20	0	472	0
153	0.0462963	20	0	316	0
156	0.01	40	0	100	0
170	0.0487805	20	0	305	0
171	0.01	40	0	100	0
176	0.0438596	20	0	328	0
177	0.119048	20	0	184	0
185	0.05	20	0	300	0
186	0.00833333	20	0	1300	0
187	0.00833333	20	0	1300	0
190	0.0210526	20	0	575	0
191	0.00506842	20	0	2073	0
198	0.0235849	20	0	524	0
213	0.0367647	20	0	372	0
220	0.1	20	0	200	0
221	0.0222222	20	0	550	0
222	0.04	20	0	350	0
227	0.0330033	20	0	403	0
230	0.0289855	20	0	445	0
233	0.0333333	20	0	400	0
236	0.0166667	20	0	700	0
238	0.04	20	0	350	0
239	0.0181818	20	0	650	0
241	0.0173783	20	0	675.43	0
242	0.0588235	20	0	270	0
243	0.119048	20	0	184	0
7001	0.0214133	20	0	567	0
7002	0.0160514	20	0	723	0
7003	0.00826446	20	0	1310	0
7011	0.042735	20	0	334	0
7012	0.0268817	20	0	472	0
7017	0.030303	20	0	430	0
7023	0.0540541	20	0	285	0
7024	0.0243902	20	0	510	0
7039	0.02	20	0	600	0
7044	0.27027	20	0	137	0
7049	0.01	40	0	2399.01	0
7055	0.222222	20	0	145	0
7057	0.0606061	20	0	265	0
7061	0.025	20	0	500	0
7062	0.025	20	0	500	0
7071	0.0862069	20	0	216	0
7130	0.00773994	20	0	1392	0
7139	0.0142857	20	0	800	0
7166	0.0180832	20	0	653	0
9002	0.01	40	0	100	0
9051	0.01	40	0	100	0
9053	0.01	40	0	100	0
9054	0.2	20	0	150	0
9055	1.25	20	0	108	0
