
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	0.0449796
2	0.0450988
3	0.0451453
4	0.045812
5	0.0458871
6	0.04542
7	0.0453482
8	0.0467545
9	0.0479046
10	0.0491188
11	0.0453712
12	0.0452955
13	0.0451441
14	0.0452016
15	0.0452156
16	0.0452642
17	0.0456469
18	0.0452654
19	0.0451887
20	0.0453105
21	0.0455517
22	0.0459631
23	0.0467964
24	0.0468964
25	0.0478512
26	0.0481289
27	0.0458102
28	0.0455342
29	0.04539
30	0.0464915
31	0.0454189
32	0.0457268
33	0.0452373
34	0.0454906
35	0.0454148
36	0.0454128
37	0.0455887
38	0.0463569
39	0.0453202
40	0.0453302
41	0.0452791
42	0.0456371
43	0.0454204
44	0.0457597
45	0.0460285
46	0.0464918
47	0.0468984
48	0.0467607
49	0.0469336
50	0.0465259
51	0.0460157
52	0.045843
53	0.0456573
54	0.0457993
55	0.0457499
56	0.0457838
57	0.0460273
58	0.0458673
59	0.046474
60	0.0471364
61	0.0472897
62	0.0471934
63	0.0471163
64	0.0474491
65	0.0481312
66	0.0480068
67	0.0474768
68	0.0483101
69	0.0485764
70	0.0473145
71	0.0472784
72	0.0470955
73	0.0472784
74	0.0471207
75	0.0473372
76	0.0471375
77	0.0480847
78	0.0480275
79	0.0480882
80	0.0485379
81	0.0483905
82	0.0482827
83	0.0484958
84	0.0489125
85	0.0491853
86	0.0489683
87	0.0490378
88	0.0497514
89	0.0504882
90	0.0498856
91	0.0497643
92	0.0495799
93	0.049055
94	0.0486897
95	0.0484527
96	0.0483837
97	0.0483906
98	0.0483956
99	0.0487032
100	0.0487684
101	0.0489461
102	0.0493502
103	0.0483232
104	0.0478955
105	0.0477753
106	0.0477216
107	0.0474923
108	0.0477105
109	0.0476897
110	0.0476956
111	0.0479234
112	0.0475356
113	0.0456572
114	0.045665
115	0.0456628
116	0.0483101
117	0.0450155
118	0.0471593
Finished writing Internal Node Voltage Phase Angles
