Gen#	Conn.	MW
1	1	0.497223
2	4	0.497223
3	6	0.497223
4	8	0.497223
5	10	2.47515e-05
6	12	0.00335937
7	15	0.497223
8	18	0.497223
9	19	0.497223
10	24	0.497223
11	25	2.46907e-05
12	26	3.28297e-05
13	27	0.497223
14	31	0.280481
15	32	0.497223
16	34	0.497223
17	36	0.497223
18	40	0.497223
19	42	0.497223
20	46	-4.34065
21	49	-2.76196e-05
22	54	0.726639
23	55	0.497223
24	56	0.497223
25	59	4.72519e-05
26	61	7.9254e-05
27	62	0.497223
28	65	4.57732e-05
29	66	4.51774e-05
30	69	9.51434e-06
31	70	0.497223
32	72	0.497223
33	73	0.497223
34	74	0.497223
35	76	0.497223
36	77	0.497223
37	80	1.96248e-05
38	85	0.497223
39	87	0.0578605
40	89	7.44712e-05
41	90	0.497223
42	91	0.497223
43	92	0.497223
44	99	0.497223
45	100	2.85723e-05
46	103	0.69999
47	104	0.497223
48	105	0.497223
49	107	0.497223
50	110	0.497223
51	111	0.679953
52	112	0.497223
53	113	0.497223
54	116	0.497223
T.line#	From	To	From MW	To MW
1	1	2	-0.0969888	0.0969888
2	1	3	-0.0586875	0.0586875
3	2	12	-0.0238431	0.0238431
4	3	5	0.189846	-0.189846
5	3	12	-0.0274411	0.0274411
6	4	5	-0.067788	0.067788
7	4	11	-0.298753	0.298753
8	5	6	-0.0538827	0.0538827
9	8	5	-0.263273	0.263273
10	5	11	-0.298935	0.298935
11	6	7	-0.200306	0.200306
12	7	12	-0.13734	0.13734
13	8	9	0.169439	-0.169439
14	8	30	-0.57281	0.57281
15	9	10	0.0847308	-0.0847308
16	11	12	0.038063	-0.038063
17	11	13	-0.147361	0.147361
18	12	14	0.0276652	-0.0276652
19	12	16	0.0223957	-0.0223957
20	12	117	-0.115271	0.115271
21	13	15	0.065609	-0.065609
22	14	15	0.0404054	-0.0404054
23	15	17	0.443703	-0.443703
24	15	19	0.166383	-0.166383
25	15	33	-0.398574	0.398574
26	16	17	0.145191	-0.145191
27	17	18	-0.100182	0.100182
28	30	17	0.439484	-0.439484
29	17	31	0.193972	-0.193972
30	17	113	0.747376	-0.747376
31	18	19	-0.167268	0.167268
32	19	20	0.107821	-0.107821
33	19	34	-0.410767	0.410767
34	20	21	0.160407	-0.160407
35	21	22	0.173066	-0.173066
36	22	23	0.145768	-0.145768
37	23	24	0.343315	-0.343315
38	23	25	-0.214506	0.214506
39	23	32	-0.125357	0.125357
40	24	70	-0.353221	0.353221
41	24	72	0.0294638	-0.0294638
42	26	25	0.391464	-0.391464
43	25	27	0.00714117	-0.00714117
44	26	30	-0.518865	0.518865
45	27	28	-0.127133	0.127133
46	27	32	0.0238766	-0.0238766
47	27	115	-0.021552	0.021552
48	28	29	-0.0844956	0.0844956
49	29	31	0.0281212	-0.0281212
50	30	38	-1.70099	1.70099
51	31	32	0.159402	-0.159402
52	32	113	-0.122717	0.122717
53	32	114	-0.0237447	0.0237447
54	33	37	-0.296179	0.296179
55	34	36	0.112456	-0.112456
56	34	37	0.231251	-0.231251
57	34	43	-0.917309	0.917309
58	35	36	0.24518	-0.24518
59	35	37	-0.0429574	0.0429574
60	38	37	-0.227854	0.227854
61	37	39	-0.332722	0.332722
62	37	40	-0.258615	0.258615
63	38	65	-1.60086	1.60086
64	39	40	-0.190669	0.190669
65	40	41	-0.594586	0.594586
66	40	42	-0.407869	0.407869
67	41	42	-0.352594	0.352594
68	42	49	-0.571989	0.571989
69	42	49	-0.571989	0.571989
70	43	44	-0.865317	0.865317
71	44	45	-0.833501	0.833501
72	45	46	-1.23126	1.23126
73	45	49	0.756641	-0.756641
74	46	47	1.89091	-1.89091
75	46	48	1.28449	-1.28449
76	47	49	1.00481	-1.00481
77	47	69	1.05487	-1.05487
78	48	49	1.35627	-1.35627
79	49	50	-0.0547951	0.0547951
80	49	51	-0.0500831	0.0500831
81	49	54	-0.0139052	0.0139052
82	49	54	-0.0137792	0.0137792
83	49	66	0.839518	-0.839518
84	49	66	0.839518	-0.839518
85	49	69	0.698199	-0.698199
86	50	57	-0.0133038	0.0133038
87	51	52	-0.0617214	0.0617214
88	51	58	0.0102475	-0.0102475
89	52	53	-0.0103577	0.0103577
90	53	54	0.0910301	-0.0910301
91	54	55	-0.227895	0.227895
92	54	56	0.366436	-0.366436
93	54	59	-0.0147023	0.0147023
94	55	56	-0.338528	0.338528
95	55	59	0.0284135	-0.0284135
96	56	57	0.0219236	-0.0219236
97	56	58	-0.00160617	0.00160617
98	56	59	0.00356037	-0.00356037
99	56	59	0.00364865	-0.00364865
100	59	60	0.357496	-0.357496
101	59	61	0.42125	-0.42125
102	63	59	-1.62613	1.62613
103	60	61	0.799941	-0.799941
104	60	62	0.166006	-0.166006
105	61	62	-0.0504403	0.0504403
106	64	61	-1.0572	1.0572
107	62	66	0.109688	-0.109688
108	62	67	0.0214365	-0.0214365
109	63	64	1.54042	-1.54042
110	64	65	2.46913	-2.46913
111	65	66	-2.05181	2.05181
112	65	68	2.70628	-2.70628
113	66	67	-0.172868	0.172868
114	68	69	0.589601	-0.589601
115	68	81	1.36391	-1.36391
116	68	116	0.582406	-0.582406
117	69	70	0.967638	-0.967638
118	69	75	0.469877	-0.469877
119	69	77	0.607297	-0.607297
120	70	71	1.30507	-1.30507
121	70	74	-0.359923	0.359923
122	70	75	-0.465367	0.465367
123	71	72	0.595246	-0.595246
124	71	73	0.582265	-0.582265
125	74	75	-0.346947	0.346947
126	75	77	0.0128721	-0.0128721
127	75	118	-0.140212	0.140212
128	76	77	0.0750902	-0.0750902
129	76	118	-0.0623055	0.0623055
130	77	78	-0.650684	0.650684
131	77	80	0.170664	-0.170664
132	77	80	0.0407623	-0.0407623
133	77	82	0.865556	-0.865556
134	78	79	-0.067891	0.067891
135	79	80	0.194934	-0.194934
136	81	80	1.27897	-1.27897
137	80	96	0.480296	-0.480296
138	80	97	0.456041	-0.456041
139	80	98	0.65764	-0.65764
140	80	99	0.967492	-0.967492
141	82	83	0.828837	-0.828837
142	82	96	0.407318	-0.407318
143	83	84	0.370493	-0.370493
144	83	85	0.489179	-0.489179
145	84	85	0.353578	-0.353578
146	85	86	0.0593014	-0.0593014
147	85	88	0.0381058	-0.0381058
148	85	89	0.192053	-0.192053
149	86	87	0.142433	-0.142433
150	88	89	0.391179	-0.391179
151	89	90	0.084727	-0.084727
152	89	90	0.161081	-0.161081
153	89	92	0.0213078	-0.0213078
154	89	92	0.0198675	-0.0198675
155	90	91	0.317062	-0.317062
156	91	92	-0.30707	0.30707
157	92	93	-0.322889	0.322889
158	92	94	-0.315434	0.315434
159	92	100	0.0607347	-0.0607347
160	92	102	0.0837565	-0.0837565
161	93	94	-0.329836	0.329836
162	94	95	-0.931358	0.931358
163	94	96	-0.854051	0.854051
164	94	100	1.18617	-1.18617
165	95	96	-0.638367	0.638367
166	96	97	-0.47893	0.47893
167	98	100	0.8706	-0.8706
168	99	100	0.343185	-0.343185
169	100	101	-0.0999039	0.0999039
170	100	103	1.56927	-1.56927
171	100	104	0.520444	-0.520444
172	100	106	0.417611	-0.417611
173	101	102	-0.00684185	0.00684185
174	103	104	0.145468	-0.145468
175	103	105	0.22351	-0.22351
176	103	110	0.476574	-0.476574
177	104	105	0.337217	-0.337217
178	105	106	-0.420304	0.420304
179	105	107	0.12825	-0.12825
180	105	108	0.369595	-0.369595
181	106	107	0.258114	-0.258114
182	108	109	0.262784	-0.262784
183	109	110	0.215987	-0.215987
185	110	112	0.374006	-0.374006
186	114	115	-0.0710891	0.0710891
