
Locational Marginal Prices for Real Power at nodes ($/MWh): 
1	-1.84623
2	-1.84623
3	-1.84623
4	-1.84623
5	-1.84623
6	-1.84623
7	-1.84623
8	-1.84623
9	-1.84623
10	-1.84623
11	-1.84623
12	-1.84623
13	-1.84623
14	-1.84623
15	-1.84623
16	-1.84623
17	-1.84623
18	-1.84623
19	-1.84623
20	-1.84623
21	-1.84623
22	-1.84623
23	-1.84623
24	-1.84623
25	-1.84623
26	-1.84623
27	-1.84623
28	-1.84623
29	-1.84623
30	-1.84623
31	-1.84623
32	-1.84623
33	-1.84623
34	-1.84623
35	-1.84623
36	-1.84623
37	-1.84623
38	-1.84623
39	-1.84623
40	-1.84623
41	-1.84623
42	-1.84623
43	-1.84623
44	-1.84623
45	-1.84623
46	-1.84623
47	-1.84623
48	-1.84623
49	-1.84623
50	-1.84623
51	-1.84623
52	-1.84623
53	-1.84623
54	-1.84623
55	-1.84623
56	-1.84623
57	-1.84623
58	-1.84623
59	-1.84623
60	-1.84623
61	-1.84623
62	-1.84623
63	-1.84623
64	-1.84623
65	-1.84623
66	-1.84623
67	-1.84623
68	-1.84623
69	-1.84623
70	-1.84623
71	-1.84623
72	-1.84623
73	-1.84623
74	-1.84623
75	-1.84623
76	-1.84623
77	-1.84623
78	-1.84623
79	-1.84623
80	-1.84623
81	-1.84623
82	-1.84623
83	-1.84623
84	-1.84623
85	-1.84623
86	-1.84623
87	-1.84623
88	-1.84623
89	-1.84623
90	-1.84623
91	-1.84623
92	-1.84623
93	-1.84623
94	-1.84623
95	-1.84623
96	-1.84623
97	-1.84623
98	-1.84623
99	-1.84623
100	-1.84623
101	-1.84623
102	-1.84623
103	-1.84623
104	-1.84623
105	-1.84623
106	-1.84623
107	-1.84623
108	-1.84623
109	-1.84623
110	-1.84623
111	-1.84623
112	-1.84623
113	-1.84623
114	-1.84623
115	-1.84623
116	-1.84623
117	-1.84623
118	-1.84623
