Gen#	Conn.	MW
1	1	0.497254
2	4	0.497254
3	6	0.497254
4	8	0.497254
5	10	2.34503e-05
6	12	0.0153957
7	15	0.497254
8	18	0.497254
9	19	0.497254
10	24	0.497254
11	25	2.97308e-05
12	26	3.10704e-05
13	27	0.497254
14	31	0.285145
15	32	0.497254
16	34	0.497254
17	36	0.497254
18	40	0.497254
19	42	0.497254
20	46	0.194159
21	49	-2.82352e-05
22	54	0.635966
23	55	0.497254
24	56	0.497254
25	59	4.44855e-05
26	61	7.3882e-05
27	62	0.497254
28	65	4.37773e-05
29	66	4.32184e-05
30	69	1.01186e-05
31	70	0.497254
32	72	0.497254
33	73	0.497254
34	74	0.497254
35	76	0.497254
36	77	0.497254
37	80	1.89456e-05
38	85	0.497254
39	87	0.0590489
40	89	7.55884e-05
41	90	0.497254
42	91	0.497254
43	92	0.497254
44	99	0.497254
45	100	3.07753e-05
46	103	0.69999
47	104	0.497254
48	105	0.497254
49	107	0.497254
50	110	0.497254
51	111	0.679963
52	112	0.497254
53	113	0.497254
54	116	0.497254
T.line#	From	To	From MW	To MW
1	1	2	-0.0583248	0.0583248
2	1	3	-0.0586139	0.0586139
3	2	12	0.0443991	-0.0443991
4	3	5	0.207209	-0.207209
5	3	12	-0.00551704	0.00551704
6	4	5	0.0188583	-0.0188583
7	4	11	-0.34581	0.34581
8	5	6	-0.189205	0.189205
9	8	5	-0.586086	0.586086
10	5	11	-0.332981	0.332981
11	6	7	-0.296186	0.296186
12	7	12	-0.20348	0.20348
13	8	9	0.129729	-0.129729
14	8	30	-0.1706	0.1706
15	9	10	0.0648763	-0.0648763
16	11	12	-0.024883	0.024883
17	11	13	-0.116041	0.116041
18	12	14	0.0563138	-0.0563138
19	12	16	0.0520796	-0.0520796
20	12	117	-0.13514	0.13514
21	13	15	0.126693	-0.126693
22	14	15	0.0990306	-0.0990306
23	15	17	0.386258	-0.386258
24	15	19	0.217675	-0.217675
25	15	33	-0.202454	0.202454
26	16	17	0.204775	-0.204775
27	17	18	-0.0688734	0.0688734
28	30	17	0.202975	-0.202975
29	17	31	0.09432	-0.09432
30	17	113	0.651621	-0.651621
31	18	19	-0.0958183	0.0958183
32	19	20	0.0508651	-0.0508651
33	19	34	-0.170814	0.170814
34	20	21	0.133586	-0.133586
35	21	22	0.176303	-0.176303
36	22	23	0.179016	-0.179016
37	23	24	0.503383	-0.503383
38	23	25	-0.217118	0.217118
39	23	32	-0.1994	0.1994
40	24	70	-0.245634	0.245634
41	24	72	0.122034	-0.122034
42	26	25	0.297236	-0.297236
43	25	27	-0.049637	0.049637
44	26	30	-0.394548	0.394548
45	27	28	-0.124644	0.124644
46	27	32	0.0369435	-0.0369435
47	27	115	-0.0337331	0.0337331
48	28	29	-0.0519116	0.0519116
49	29	31	0.0908287	-0.0908287
50	30	38	-0.897826	0.897826
51	31	32	0.167867	-0.167867
52	32	113	-0.0571054	0.0571054
53	32	114	-0.071718	0.071718
54	33	37	-0.0697242	0.0697242
