186	6				
1	2	0.0303	0.0999	1	100
1	3	0.0129	0.0424	1	100
2	12	0.0187	0.0616	1	100
3	5	0.0241	0.108	1	100
3	12	0.0484	0.16	1	100
4	5	0.00176	0.00798	1	100
4	11	0.0209	0.0688	1	100
5	6	0.0119	0.054	1	100
8	5	0	0.0267	1	100
5	11	0.0203	0.0682	1	100
6	7	0.00459	0.0208	1	100
7	12	0.00862	0.034	1	100
8	9	0.00244	0.0305	1	100
8	30	0.00431	0.0504	1	100
9	10	0.00258	0.0322	1	100
11	12	0.00595	0.0196	1	100
11	13	0.02225	0.0731	1	100
12	14	0.0215	0.0707	1	100
12	16	0.0212	0.0834	1	100
12	117	0.0329	0.14	1	100
13	15	0.0744	0.2444	1	100
14	15	0.0595	0.195	1	100
15	17	0.0132	0.0437	1	100
15	19	0.012	0.0394	1	100
15	33	0.038	0.1244	1	100
16	17	0.0454	0.1801	1	100
17	18	0.0123	0.0505	1	100
30	17	0	0.0388	1	100
17	31	0.0474	0.1563	1	100
17	113	0.00913	0.0301	1	100
18	19	0.01119	0.0493	1	100
19	20	0.0252	0.117	1	100
19	34	0.0752	0.247	1	100
20	21	0.0183	0.0849	1	100
21	22	0.0209	0.097	1	100
22	23	0.0342	0.159	1	100
23	24	0.0135	0.0492	1	100
23	25	0.0156	0.08	1	100
23	32	0.0317	0.1153	1	100
24	70	0.00221	0.4115	1	100
24	72	0.0488	0.196	1	100
26	25	0	0.0382	1	100
25	27	0.0318	0.163	1	100
26	30	0.00799	0.086	1	100
27	28	0.01913	0.0855	1	100
27	32	0.0229	0.0755	1	100
27	115	0.0164	0.0741	1	100
28	29	0.0237	0.0943	1	100
29	31	0.0108	0.0331	1	100
30	38	0.00464	0.054	1	100
31	32	0.0298	0.0985	1	100
32	113	0.0615	0.203	1	100
32	114	0.0135	0.0612	1	100
33	37	0.0415	0.142	1	100
34	36	0.00871	0.0268	1	100
34	37	0.00256	0.0094	1	100
34	43	0.0413	0.1681	1	100
35	36	0.00224	0.0102	1	100
35	37	0.011	0.0497	1	100
38	37	0	0.0375	1	100
37	39	0.0321	0.106	1	100
37	40	0.0593	0.168	1	100
38	65	0.00901	0.0986	1	100
39	40	0.0184	0.0605	1	100
40	41	0.0145	0.0487	1	100
40	42	0.0555	0.183	1	100
41	42	0.041	0.135	1	100
42	49	0.0715	0.323	1	100
42	49	0.0715	0.323	1	100
43	44	0.0608	0.2454	1	100
44	45	0.0224	0.0901	1	100
45	46	0.04	0.1356	1	100
45	49	0.0684	0.186	1	100
46	47	0.038	0.127	1	100
46	48	0.0601	0.189	1	100
47	49	0.0191	0.0625	1	100
47	69	0.0844	0.2778	1	100
48	49	0.0179	0.0505	1	100
49	50	0.0267	0.0752	1	100
49	51	0.0486	0.137	1	100
49	54	0.073	0.289	1	100
49	54	0.0869	0.291	1	100
49	66	0.018	0.0919	1	100
49	66	0.018	0.0919	1	100
49	69	0.0985	0.324	1	100
50	57	0.0474	0.134	1	100
51	52	0.0203	0.0588	1	100
51	58	0.0255	0.0719	1	100
52	53	0.0405	0.1635	1	100
53	54	0.0263	0.122	1	100
54	55	0.0169	0.0707	1	100
54	56	0.00275	0.00955	1	100
54	59	0.0503	0.2293	1	100
55	56	0.00488	0.0151	1	100
55	59	0.04739	0.2158	1	100
56	57	0.0343	0.0966	1	100
56	58	0.0343	0.0966	1	100
56	59	0.0825	0.251	1	100
56	59	0.0803	0.239	1	100
59	60	0.0317	0.145	1	100
59	61	0.0328	0.15	1	100
63	59	0	0.0386	1	100
60	61	0.00264	0.0135	1	100
60	62	0.0123	0.0561	1	100
61	62	0.00824	0.0376	1	100
64	61	0	0.0268	1	100
62	66	0.0482	0.218	1	100
62	67	0.0258	0.117	1	100
63	64	0.00172	0.02	1	100
64	65	0.00269	0.0302	1	100
65	66	0	0.037	1	100
65	68	0.00138	0.016	1	100
66	67	0.0224	0.1015	1	100
68	69	0	0.037	1	100
68	81	0.00175	0.0202	1	100
68	116	0.00034	0.00405	1	100
69	70	0.03	0.127	1	100
69	75	0.0405	0.122	1	100
69	77	0.0309	0.101	1	100
70	71	0.00882	0.0355	1	100
70	74	0.0401	0.1323	1	100
70	75	0.0428	0.141	1	100
71	72	0.0446	0.18	1	100
71	73	0.00866	0.0454	1	100
74	75	0.0123	0.0406	1	100
75	77	0.0601	0.1999	1	100
75	118	0.0145	0.0481	1	100
76	77	0.0444	0.148	1	100
76	118	0.0164	0.0544	1	100
77	78	0.00376	0.0124	1	100
77	80	0.017	0.0485	1	100
77	80	0.0294	0.105	1	100
77	82	0.0298	0.0853	1	100
78	79	0.00546	0.0244	1	100
79	80	0.0156	0.0704	1	100
81	80	0	0.037	1	100
80	96	0.0356	0.182	1	100
80	97	0.0183	0.0934	1	100
80	98	0.0238	0.108	1	100
80	99	0.0454	0.206	1	100
82	83	0.0112	0.03665	1	100
82	96	0.0162	0.053	1	100
83	84	0.0625	0.132	1	100
83	85	0.043	0.148	1	100
84	85	0.0302	0.0641	1	100
85	86	0.035	0.123	1	100
85	88	0.02	0.102	1	100
