Gen#	Conn.	MW
1	7	13.3734
2	20	13.373
3	25	13.3728
4	81	13.3734
5	52	13.3734
6	105	379.722
7	114	156.934
8	115	293.638
9	120	68.8461
10	121	118.458
11	139	1936.91
12	135	243.005
13	144	13.3735
14	173	13.3749
15	178	284.524
16	184	704.926
17	181	85.0456
18	182	219.714
19	187	104.283
20	167	376.685
21	191	218.702
22	195	13.3735
23	161	207.563
24	163	13.3735
25	203	230.853
26	204	85.0456
27	206	202.5
28	171	1214.69
29	205	1214.68
30	212	481.014
31	215	1978.29
32	226	429.353
33	235	275.41
34	241	101.246
35	243	455.689
36	246	253.131
37	249	306.803
38	252	349.338
39	254	303.765
40	256	607.652
41	244	253.131
42	258	556.995
43	257	582.759
44	237	172.123
45	262	85.0456
46	4	472.91
47	8	630.956
48	13	1224.75
49	22	236.929
50	24	376.684
51	32	334.147
52	39	187.311
53	41	415.173
54	59	506.34
55	68	37.46
56	75	13.751
57	79	45.5596
58	82	167.06
59	86	405.044
60	89	405.044
61	98	117.446
62	160	1307.21
63	177	708.979
64	201	560.034
65	270	13.3734
66	288	13.3734
67	290	13.3734
68	291	50.6219
69	292	8.09938
T.line#	From	To	From MW	To MW
1	1	2	-19.1647	19.1647
2	2	3	-402.075	402.075
3	4	2	-472.91	472.91
4	1	5	36.1903	-36.1903
5	5	6	-149.974	149.974
6	5	7	-388.792	388.792
7	8	5	-630.956	630.956
8	1	9	-915.814	915.814
9	1	10	-213.937	213.937
10	1	11	-150.727	150.727
11	1	12	58.6986	-58.6986
12	13	1	-1224.75	1224.75
13	9	14	-915.814	915.814
14	10	3	-70.9826	70.9826
15	3	15	-120.057	120.057
16	10	6	29.9738	-29.9738
17	10	16	-172.929	172.929
19	7	18	18.0775	-18.0775
20	7	19	-362.243	362.243
21	15	18	-24.0574	24.0574
22	20	18	12.6896	-12.6896
23	16	20	-121.937	121.937
24	18	21	-147.22	147.22
25	22	18	-236.929	236.929
26	16	23	-427.676	427.676
27	24	16	-376.685	376.685
28	21	25	-89.2199	89.2199
29	19	26	-202.243	202.243
30	14	26	-272.176	272.176
31	26	27	-226.852	226.852
32	26	28	-58.9686	58.9686
33	26	29	-31.5125	31.5125
34	26	30	-30.3855	30.3855
35	14	31	-643.638	643.638
36	32	27	-334.147	334.147
37	11	23	98.556	-98.556
38	11	33	-249.283	249.283
39	23	25	-495.994	495.994
