Gen#	Conn.	MW
1	7	12.8257
2	20	12.8254
3	25	12.8251
4	81	12.8258
5	52	12.8257
6	105	379.517
7	114	156.849
8	115	293.479
9	120	68.8088
10	121	118.394
11	139	1935.85
12	135	242.873
13	144	12.8258
14	173	12.8272
15	178	284.37
16	184	704.544
17	181	84.9995
18	182	219.596
19	187	104.227
20	167	376.481
21	191	218.583
22	195	12.8259
23	161	207.451
24	163	12.8259
25	203	230.728
26	204	84.9995
27	206	202.39
28	171	1214.03
29	205	1214.03
30	212	480.754
31	215	1977.21
32	226	429.121
33	235	275.26
34	241	101.191
35	243	455.443
36	246	252.994
37	249	306.637
38	252	349.149
39	254	303.6
40	256	607.323
41	244	252.994
42	258	556.693
43	257	582.444
44	237	172.03
45	262	84.9995
46	4	472.654
47	8	630.614
48	13	1224.09
49	22	236.801
50	24	376.48
51	32	333.966
52	39	187.21
53	41	414.948
54	59	506.066
55	68	37.4398
56	75	13.202
57	79	45.535
58	82	166.969
59	86	404.825
60	89	404.825
61	98	117.382
62	160	1306.5
63	177	708.595
64	201	559.73
65	270	12.8258
66	288	12.8257
67	290	12.8257
68	291	50.5945
69	292	8.09499
T.line#	From	To	From MW	To MW
1	1	2	-19.3224	19.3224
2	2	3	-401.976	401.976
3	4	2	-472.654	472.654
4	1	5	36.2079	-36.2079
5	5	6	-150.047	150.047
6	5	7	-388.36	388.36
7	8	5	-630.614	630.614
8	1	9	-909.469	909.469
9	1	10	-214.428	214.428
10	1	11	-150.569	150.569
11	1	12	53.4915	-53.4915
12	13	1	-1224.09	1224.09
13	9	14	-909.469	909.469
14	10	3	-71.1113	71.1113
15	3	15	-120.088	120.088
16	10	6	30.047	-30.047
17	10	16	-173.364	173.364
19	7	18	17.7194	-17.7194
20	7	19	-360.905	360.905
21	15	18	-24.0878	24.0878
22	20	18	12.8806	-12.8806
23	16	20	-122.294	122.294
24	18	21	-147.289	147.289
25	22	18	-236.801	236.801
26	16	23	-427.551	427.551
27	24	16	-376.481	376.481
28	21	25	-89.2891	89.2891
29	19	26	-200.905	200.905
30	14	26	-272.91	272.91
31	26	27	-227.033	227.033
32	26	28	-58.563	58.563
33	26	29	-31.3454	31.3454
34	26	30	-30.1731	30.1731
35	14	31	-636.559	636.559
36	32	27	-333.967	333.967
37	11	23	97.6265	-97.6265
38	11	33	-248.196	248.196
39	23	25	-496.521	496.521
