
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	2.99221
2	2.99233
3	2.99238
4	2.99305
5	2.99312
6	2.99265
7	2.99258
8	2.99399
9	2.99514
10	2.99635
11	2.9926
12	2.99253
13	2.99238
14	2.99243
15	2.99245
16	2.9925
17	2.99288
18	2.9925
19	2.99242
20	2.99254
21	2.99278
22	2.9932
23	2.99403
24	2.99413
25	2.99508
26	2.99536
27	2.99304
28	2.99277
29	2.99262
30	2.99372
31	2.99265
32	2.99296
33	2.99247
34	2.99272
35	2.99265
36	2.99265
37	2.99282
38	2.99359
39	2.99255
40	2.99256
41	2.99251
42	2.99287
43	2.99265
44	2.99299
45	2.99326
46	2.99372
47	2.99413
48	2.99399
49	2.99417
50	2.99376
51	2.99325
52	2.99308
53	2.99289
54	2.99303
55	2.99298
56	2.99302
57	2.99326
58	2.9931
59	2.99371
60	2.99437
61	2.99452
62	2.99443
63	2.99435
64	2.99468
65	2.99536
66	2.99524
67	2.99471
68	2.99554
69	2.99581
70	2.99455
71	2.99451
72	2.99433
73	2.99451
74	2.99435
75	2.99457
76	2.99437
77	2.99532
78	2.99526
79	2.99532
80	2.99577
81	2.99562
82	2.99553
83	2.99578
84	2.99626
85	2.99656
86	2.99635
87	2.99641
88	2.99718
89	2.99796
90	2.99736
91	2.99725
92	2.99708
93	2.99698
94	2.99584
95	2.99563
96	2.99559
97	2.99561
98	2.99563
99	2.99595
100	2.99602
101	2.9963
102	2.9968
103	2.99557
104	2.99514
105	2.99502
106	2.99497
107	2.99474
108	2.99496
109	2.99494
110	2.99494
111	2.99517
112	2.99478
113	2.99289
114	2.9929
115	2.9929
116	2.99554
117	2.99225
118	2.99439
Finished writing Internal Node Voltage Phase Angles
