
The Optimal Objective value (Generation Dispatch cost) is: 104132

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	6.88598e-16 MW
2	6.88598e-16 MW
3	6.88598e-16 MW
4	6.88598e-16 MW
5	3.77177 MW
6	0.712441 MW
7	6.88598e-16 MW
8	6.88598e-16 MW
9	6.88598e-16 MW
10	6.88598e-16 MW
11	1.84397 MW
12	2.63184 MW
13	6.88598e-16 MW
14	0.0586717 MW
15	6.88598e-16 MW
16	6.88598e-16 MW
17	6.88598e-16 MW
18	6.88598e-16 MW
19	6.88598e-16 MW
20	0.159251 MW
21	1.70986 MW
22	0.40232 MW
23	6.88598e-16 MW
24	6.88598e-16 MW
25	1.29916 MW
26	1.34107 MW
27	6.88598e-16 MW
28	3.27723 MW
29	3.28561 MW
30	4.3283 MW
31	6.88598e-16 MW
32	6.88598e-16 MW
33	6.88598e-16 MW
34	6.88598e-16 MW
35	6.88598e-16 MW
36	6.88598e-16 MW
37	3.99804 MW
38	6.88598e-16 MW
39	0.0335266 MW
40	5.08766 MW
41	6.88598e-16 MW
42	6.88598e-16 MW
43	6.88598e-16 MW
44	6.88598e-16 MW
45	2.11218 MW
46	0.335266 MW
47	6.88598e-16 MW
48	6.88598e-16 MW
49	6.88598e-16 MW
50	6.88598e-16 MW
51	0.30174 MW
52	6.88598e-16 MW
53	6.88598e-16 MW
54	6.88598e-16 MW
Finished writing Power Generation
