
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.116861 MW
2	-0.393139 MW
3	-0.316861 MW
4	-0.692365 MW
5	-0.0907744 MW
6	-0.953174 MW
7	0.653169 MW
8	0.875069 MW
9	3.29105 MW
10	0.770446 MW
11	0.355069 MW
12	0.165069 MW
13	-3.77075 MW
14	0.479695 MW
15	-3.77075 MW
16	0.39322 MW
17	0.330395 MW
18	0.155805 MW
19	0.0370958 MW
20	0.2 MW
21	-0.00960489 MW
22	0.0158048 MW
23	-1.12924 MW
24	0.281957 MW
25	-0.04652 MW
26	-0.212904 MW
27	0.902171 MW
28	2.28597 MW
29	0.0542325 MW
30	-0.122571 MW
31	0.302171 MW
32	0.32 MW
33	-0.185872 MW
34	0.14 MW
36	-0.1 MW
37	-0.118724 MW
38	-1.13585 MW
39	1.08457 MW
40	-0.0593619 MW
41	-0.0593619 MW
42	0.567492 MW
43	1.27511 MW
44	2.06364 MW
45	0.350992 MW
46	0.106971 MW
47	0.197148 MW
48	0.180992 MW
49	-0.0590084 MW
50	0.257362 MW
51	-0.37612 MW
52	0.122571 MW
53	0.102854 MW
54	-0.27652 MW
55	0.2851 MW
56	-1.09061 MW
57	0.0296278 MW
58	0.0248982 MW
59	-0.354898 MW
60	2.10914 MW
61	0.243263 MW
62	0.143859 MW
63	-1.85178 MW
64	-0.0267366 MW
65	0.0948553 MW
66	-0.177733 MW
67	-0.275144 MW
68	-0.411438 MW
69	-0.411438 MW
70	-0.150372 MW
71	-0.310372 MW
72	-0.347805 MW
73	-0.492567 MW
74	-0.325151 MW
75	-0.143446 MW
76	-0.0505768 MW
77	-0.614574 MW
78	-0.343445 MW
79	0.541329 MW
80	0.669082 MW
81	0.391699 MW
82	0.389007 MW
83	-1.172 MW
84	-1.172 MW
85	-0.517184 MW
86	0.37133 MW
87	0.293311 MW
88	0.205771 MW
89	0.113311 MW
90	-0.116689 MW
91	0.0696694 MW
92	0.161622 MW
93	-0.295066 MW
94	-0.223983 MW
95	-0.33635 MW
96	-0.25133 MW
97	-0.0857708 MW
98	-0.275706 MW
99	-0.289549 MW
100	-0.457346 MW
101	-0.544346 MW
102	1.66617 MW
103	-1.13606 MW
104	-0.101286 MW
105	0.256774 MW
106	0.596479 MW
107	-0.372716 MW
108	-0.241795 MW
109	-1.66617 MW
110	-2.26265 MW
111	0.34379 MW
112	-1.18187 MW
113	0.521795 MW
114	-0.762986 MW
115	-0.41888 MW
116	-8.99571e-07 MW
117	0.949866 MW
118	0.996095 MW
119	0.486425 MW
120	0.0593623 MW
121	0.164826 MW
122	0.00631557 MW
123	0.0593619 MW
124	-9.7817e-13 MW
125	-0.515173 MW
126	-0.362154 MW
127	0.379391 MW
128	-0.630609 MW
129	-0.0493909 MW
130	0.465538 MW
131	-0.924915 MW
132	-0.427223 MW
133	-0.229731 MW
134	-0.244462 MW
135	-0.634463 MW
136	-0.41888 MW
137	0.0838725 MW
138	0.156898 MW
139	0.131342 MW
140	-0.080629 MW
141	-0.581098 MW
142	-0.188633 MW
143	-0.315465 MW
144	-0.465633 MW
145	-0.425465 MW
146	0.176482 MW
147	-0.554695 MW
148	-0.752885 MW
149	-0.0335176 MW
150	-1.0347 MW
151	0.320576 MW
152	0.604496 MW
153	1.799 MW
154	0.574633 MW
155	0.145072 MW
156	0.145072 MW
157	0.619081 MW
158	0.563486 MW
159	0.275199 MW
160	0.410941 MW
161	0.499081 MW
162	0.545936 MW
163	0.351926 MW
164	-0.135296 MW
165	0.125936 MW
166	-0.00689833 MW
167	-0.208657 MW
168	-0.080629 MW
169	-0.14094 MW
170	0.848114 MW
171	0.427917 MW
172	0.457134 MW
173	-0.360941 MW
174	0.270007 MW
175	0.337148 MW
176	0.346135 MW
177	0.317924 MW
178	0.0981912 MW
179	0.154675 MW
180	0.092206 MW
181	0.125325 MW
182	0.0722066 MW
183	-0.00779353 MW
184	-0.301658 MW
185	0.25 MW
186	0.0228517 MW
Finished writing Internal Transmission lines' MW Flows
