
The Optimal Objective value (Generation Dispatch cost) is: 104101

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	5.43752e-17 MW
2	5.43752e-17 MW
3	5.43752e-17 MW
4	5.43752e-17 MW
5	3.7709 MW
6	0.712277 MW
7	5.43752e-17 MW
8	5.43752e-17 MW
9	5.43752e-17 MW
10	5.43752e-17 MW
11	1.84354 MW
12	2.63124 MW
13	5.43752e-17 MW
14	0.0586582 MW
15	5.43752e-17 MW
16	5.43752e-17 MW
17	5.43752e-17 MW
18	5.43752e-17 MW
19	5.43752e-17 MW
20	0.159215 MW
21	1.70946 MW
22	0.402228 MW
23	5.43752e-17 MW
24	5.43752e-17 MW
25	1.29886 MW
26	1.34076 MW
27	5.43752e-17 MW
28	3.27648 MW
29	3.28485 MW
30	4.3273 MW
31	5.43752e-17 MW
32	5.43752e-17 MW
33	5.43752e-17 MW
34	5.43752e-17 MW
35	5.43752e-17 MW
36	5.43752e-17 MW
37	3.99712 MW
38	5.43752e-17 MW
39	0.0335189 MW
40	5.08649 MW
41	5.43752e-17 MW
42	5.43752e-17 MW
43	5.43752e-17 MW
44	5.43752e-17 MW
45	2.11169 MW
46	0.335189 MW
47	5.43752e-17 MW
48	5.43752e-17 MW
49	5.43752e-17 MW
50	5.43752e-17 MW
51	0.30167 MW
52	5.43752e-17 MW
53	5.43752e-17 MW
54	5.43752e-17 MW
Finished writing Power Generation
