
The Optimal Objective value (Generation Dispatch cost) is: 104101

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	1.03455e-18 MW
2	1.03455e-18 MW
3	1.03455e-18 MW
4	1.03455e-18 MW
5	3.77089 MW
6	0.712276 MW
7	1.03455e-18 MW
8	1.03455e-18 MW
9	1.03455e-18 MW
10	1.03455e-18 MW
11	1.84354 MW
12	2.63123 MW
13	1.03455e-18 MW
14	0.0586581 MW
15	1.03455e-18 MW
16	1.03455e-18 MW
17	1.03455e-18 MW
18	1.03455e-18 MW
19	1.03455e-18 MW
20	0.159214 MW
21	1.70946 MW
22	0.402227 MW
23	1.03455e-18 MW
24	1.03455e-18 MW
25	1.29886 MW
26	1.34075 MW
27	1.03455e-18 MW
28	3.27647 MW
29	3.28485 MW
30	4.32729 MW
31	1.03455e-18 MW
32	1.03455e-18 MW
33	1.03455e-18 MW
34	1.03455e-18 MW
35	1.03455e-18 MW
36	1.03455e-18 MW
37	3.99712 MW
38	1.03455e-18 MW
39	0.0335189 MW
40	5.08648 MW
41	1.03455e-18 MW
42	1.03455e-18 MW
43	1.03455e-18 MW
44	1.03455e-18 MW
45	2.11169 MW
46	0.335188 MW
47	1.03455e-18 MW
48	1.03455e-18 MW
49	1.03455e-18 MW
50	1.03455e-18 MW
51	0.301669 MW
52	1.03455e-18 MW
53	1.03455e-18 MW
54	1.03455e-18 MW
Finished writing Power Generation
