
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.119217 MW
2	-0.390783 MW
3	-0.319217 MW
4	-0.687005 MW
5	-0.0937777 MW
6	-0.941094 MW
7	0.641093 MW
8	0.865333 MW
9	3.25029 MW
10	0.756849 MW
11	0.345332 MW
12	0.155332 MW
13	-3.77075 MW
14	0.520466 MW
15	-3.77075 MW
16	0.386481 MW
17	0.311462 MW
18	0.133677 MW
19	0.0373926 MW
20	0.2 MW
21	-0.0285383 MW
22	-0.00632276 MW
23	-0.992908 MW
24	0.0686529 MW
25	-0.010607 MW
26	-0.212607 MW
27	0.758266 MW
28	2.17967 MW
29	0.142976 MW
30	-0.0370911 MW
31	0.158267 MW
32	-0.107381 MW
33	-0.115699 MW
34	-0.287381 MW
35	-0.427381 MW
36	-0.527381 MW
37	-0.217424 MW
38	-1.31258 MW
39	0.93262 MW
40	-0.108712 MW
41	-0.108712 MW
42	0.721945 MW
43	1.25284 MW
44	1.90919 MW
45	0.323719 MW
46	0.110264 MW
47	0.198853 MW
48	0.153719 MW
49	-0.0862808 MW
50	0.24998 MW
51	-0.314649 MW
52	0.0370899 MW
53	0.101146 MW
54	-0.240607 MW
55	0.292467 MW
56	-1.02265 MW
57	0.0244765 MW
58	0.0175283 MW
59	-0.347529 MW
60	2.10605 MW
61	0.297573 MW
62	0.197684 MW
63	-1.85607 MW
64	0.0275729 MW
65	0.37 MW
66	-0.344743 MW
68	-0.357372 MW
69	-0.357372 MW
70	-0.155523 MW
71	-0.315523 MW
72	-0.348526 MW
73	-0.496997 MW
74	-0.322841 MW
75	-0.146477 MW
76	-0.0668859 MW
77	-0.595956 MW
78	-0.346477 MW
79	0.545562 MW
80	0.674203 MW
81	0.396039 MW
82	0.393317 MW
83	-1.14838 MW
84	-1.14838 MW
85	-0.498075 MW
86	0.375562 MW
87	0.294915 MW
88	0.209288 MW
89	0.114915 MW
90	-0.115085 MW
91	0.0709544 MW
92	0.165831 MW
93	-0.2903 MW
94	-0.227337 MW
95	-0.331707 MW
96	-0.255562 MW
97	-0.0892879 MW
98	-0.271512 MW
99	-0.285144 MW
100	-0.454635 MW
101	-0.541368 MW
102	1.65385 MW
103	-1.13209 MW
104	-0.102545 MW
105	0.253469 MW
106	0.586219 MW
107	-0.375002 MW
108	-0.244075 MW
109	-1.65385 MW
110	-2.24007 MW
111	0.301106 MW
112	-1.1209 MW
113	0.524075 MW
114	-0.72338 MW
115	-0.397506 MW
116	-4.62559e-06 MW
117	1.00134 MW
118	1.01962 MW
119	0.488755 MW
120	0.108712 MW
121	0.143614 MW
122	-0.0196955 MW
123	0.108712 MW
124	-9.7817e-13 MW
125	-0.536385 MW
126	-0.375334 MW
127	0.368873 MW
128	-0.641127 MW
129	-0.038873 MW
130	0.461075 MW
131	-0.934773 MW
132	-0.431776 MW
133	-0.232233 MW
134	-0.248923 MW
135	-0.638922 MW
136	-0.397506 MW
137	0.0847311 MW
138	0.157757 MW
139	0.131734 MW
140	-0.080238 MW
141	-0.581555 MW
142	-0.190679 MW
143	-0.315661 MW
144	-0.465893 MW
145	-0.425661 MW
146	0.176482 MW
147	-0.554923 MW
148	-0.753114 MW
149	-0.0335176 MW
150	-1.03492 MW
151	0.320557 MW
152	0.60446 MW
153	1.7987 MW
154	0.574536 MW
155	0.145017 MW
156	0.145017 MW
157	0.618996 MW
158	0.563401 MW
159	0.275055 MW
160	0.410797 MW
161	0.498996 MW
162	0.54609 MW
163	0.352099 MW
164	-0.135793 MW
165	0.12609 MW
166	-0.00775736 MW
167	-0.208266 MW
168	-0.0802378 MW
169	-0.140797 MW
170	0.848115 MW
171	0.427917 MW
172	0.457134 MW
173	-0.360797 MW
174	0.270007 MW
175	0.337148 MW
176	0.346135 MW
177	0.317924 MW
178	0.0981912 MW
179	0.154675 MW
180	0.0922062 MW
181	0.125325 MW
182	0.0722068 MW
183	-0.00779331 MW
184	-0.301658 MW
185	0.25 MW
186	0.0211487 MW
Finished writing Internal Transmission lines' MW Flows
