
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.119298 MW
2	-0.390702 MW
3	-0.319298 MW
4	-0.686821 MW
5	-0.0938808 MW
6	-0.940668 MW
7	0.640668 MW
8	0.864998 MW
9	3.24886 MW
10	0.756371 MW
11	0.344998 MW
12	0.154998 MW
13	-3.77075 MW
14	0.521893 MW
15	-3.77075 MW
16	0.386288 MW
17	0.310751 MW
18	0.132842 MW
19	0.0375137 MW
20	0.2 MW
21	-0.0292492 MW
22	-0.00715796 MW
23	-0.9871 MW
24	0.0681645 MW
25	-0.0174719 MW
26	-0.212486 MW
27	0.75553 MW
28	2.17672 MW
29	0.145887 MW
30	-0.0342847 MW
31	0.15553 MW
32	-0.104095 MW
33	-0.12221 MW
34	-0.284095 MW
35	-0.424095 MW
36	-0.524095 MW
37	-0.203229 MW
38	-1.31848 MW
39	0.92761 MW
40	-0.101615 MW
41	-0.101615 MW
42	0.727139 MW
43	1.25213 MW
44	1.90399 MW
45	0.322828 MW
46	0.110386 MW
47	0.198917 MW
48	0.152828 MW
49	-0.0871718 MW
50	0.249167 MW
51	-0.312629 MW
52	0.0342848 MW
53	0.101083 MW
54	-0.247472 MW
55	0.290145 MW
56	-1.04408 MW
57	0.0417272 MW
58	0.0198545 MW
59	-0.349854 MW
60	2.04862 MW
61	0.253354 MW
62	0.15386 MW
63	-1.79946 MW
64	-0.0166456 MW
65	0.104882 MW
66	-0.167668 MW
67	-0.265118 MW
68	-0.401393 MW
69	-0.401393 MW
70	-0.138273 MW
71	-0.298273 MW
72	-0.341678 MW
73	-0.486595 MW
74	-0.320193 MW
75	-0.142276 MW
76	-0.0561699 MW
77	-0.604023 MW
78	-0.342276 MW
79	0.542077 MW
80	0.669986 MW
81	0.392465 MW
82	0.389768 MW
83	-1.16783 MW
84	-1.16783 MW
85	-0.507059 MW
86	0.372077 MW
87	0.293594 MW
88	0.206392 MW
89	0.113594 MW
90	-0.116406 MW
91	0.0698963 MW
92	0.162368 MW
93	-0.294225 MW
94	-0.224573 MW
95	-0.335531 MW
96	-0.252077 MW
97	-0.0863917 MW
98	-0.274966 MW
99	-0.288772 MW
100	-0.456868 MW
101	-0.543821 MW
102	1.664 MW
103	-1.13536 MW
104	-0.101508 MW
105	0.256191 MW
106	0.594669 MW
107	-0.37312 MW
108	-0.242197 MW
109	-1.664 MW
110	-2.25867 MW
111	0.336259 MW
112	-1.11803 MW
113	0.522197 MW
114	-0.719812 MW
115	-0.39822 MW
116	-7.93001e-07 MW
117	0.993632 MW
118	1.01572 MW
119	0.486886 MW
120	0.101615 MW
121	0.146527 MW
122	-0.0161244 MW
123	0.101615 MW
124	-9.7817e-13 MW
125	-0.533473 MW
126	-0.373898 MW
127	0.370019 MW
128	-0.639981 MW
129	-0.040019 MW
130	0.461226 MW
131	-0.934445 MW
132	-0.431625 MW
133	-0.23215 MW
134	-0.248774 MW
135	-0.638774 MW
136	-0.39822 MW
137	0.0847026 MW
138	0.157729 MW
139	0.131721 MW
140	-0.0802508 MW
141	-0.58154 MW
142	-0.19061 MW
143	-0.315655 MW
144	-0.465885 MW
145	-0.425655 MW
146	0.176482 MW
147	-0.554916 MW
148	-0.753106 MW
149	-0.0335176 MW
150	-1.03492 MW
151	0.320557 MW
152	0.604461 MW
153	1.79871 MW
154	0.57454 MW
155	0.145019 MW
156	0.145019 MW
157	0.618999 MW
158	0.563404 MW
159	0.27506 MW
160	0.410802 MW
161	0.498999 MW
162	0.546085 MW
163	0.352094 MW
164	-0.135776 MW
165	0.126085 MW
166	-0.00772882 MW
167	-0.208279 MW
168	-0.0802508 MW
169	-0.140802 MW
170	0.87726 MW
171	0.414346 MW
172	0.441561 MW
173	-0.360802 MW
174	0.242869 MW
175	0.301225 MW
176	0.438342 MW
177	0.277214 MW
178	0.11174 MW
179	0.1567 MW
181	0.1233 MW
182	-0.02 MW
183	-0.1 MW
184	-0.301658 MW
185	0.25 MW
186	0.0210834 MW
Finished writing Internal Transmission lines' MW Flows
