
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	3.00222
2	3.00234
3	3.00239
4	3.00305
5	3.00313
6	3.00266
7	3.00259
8	3.004
9	3.00515
10	3.00636
11	3.00261
12	3.00253
13	3.00238
14	3.00244
15	3.00245
16	3.0025
17	3.00288
18	3.0025
19	3.00242
20	3.0025
21	3.00271
22	3.00308
23	3.00386
24	3.00497
25	3.00499
26	3.0053
27	3.00295
28	3.00269
29	3.00255
30	3.00374
31	3.00259
32	3.00287
33	3.00251
34	3.00281
35	3.00273
36	3.00273
37	3.00291
38	3.00368
39	3.00266
40	3.00268
41	3.00264
42	3.00302
43	3.00278
44	3.00317
45	3.00346
46	3.00394
47	3.00436
48	3.00421
49	3.00438
50	3.00398
51	3.00347
52	3.0033
53	3.00311
54	3.00325
55	3.0032
56	3.00324
57	3.00348
58	3.00332
59	3.00393
60	3.00459
61	3.00475
62	3.00465
63	3.00457
64	3.00491
65	3.00559
66	3.00546
67	3.00493
68	3.00579
69	3.0061
70	3.00497
71	3.00497
72	3.00497
73	3.00497
74	3.00472
75	3.00492
76	3.0047
77	3.00561
78	3.00555
79	3.00561
80	3.00605
81	3.00589
82	3.0058
83	3.00602
84	3.00643
85	3.0067
86	3.00649
87	3.00656
88	3.00727
89	3.00801
90	3.0074
91	3.00728
92	3.0071
93	3.00657
94	3.00621
95	3.00597
96	3.0059
97	3.00591
98	3.00591
99	3.00622
100	3.00628
101	3.00646
102	3.00687
103	3.00584
104	3.00541
105	3.00529
106	3.00524
107	3.00501
108	3.00523
109	3.00521
110	3.00521
111	3.00544
112	3.00505
113	3.00287
114	3.00281
115	3.0028
116	3.00579
117	3.00225
118	3.00473
Finished writing Internal Node Voltage Phase Angles
