
The Optimal Objective value (Generation Dispatch cost) is: 104098

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	6.61212e-15 MW
2	6.61212e-15 MW
3	6.61212e-15 MW
4	6.61212e-15 MW
5	3.77081 MW
6	0.712259 MW
7	6.61212e-15 MW
8	6.61212e-15 MW
9	6.61212e-15 MW
10	6.61212e-15 MW
11	1.8435 MW
12	2.63117 MW
13	6.61212e-15 MW
14	0.0586567 MW
15	6.61212e-15 MW
16	6.61212e-15 MW
17	6.61212e-15 MW
18	6.61212e-15 MW
19	6.61212e-15 MW
20	0.159211 MW
21	1.70942 MW
22	0.402218 MW
23	6.61212e-15 MW
24	6.61212e-15 MW
25	1.29883 MW
26	1.34072 MW
27	6.61212e-15 MW
28	3.2764 MW
29	3.28477 MW
30	4.32719 MW
31	6.61212e-15 MW
32	6.61212e-15 MW
33	6.61212e-15 MW
34	6.61212e-15 MW
35	6.61212e-15 MW
36	6.61212e-15 MW
37	3.99702 MW
38	6.61212e-15 MW
39	0.0335181 MW
40	5.08636 MW
41	6.61212e-15 MW
42	6.61212e-15 MW
43	6.61212e-15 MW
44	6.61212e-15 MW
45	2.11164 MW
46	0.335181 MW
47	6.61212e-15 MW
48	6.61212e-15 MW
49	6.61212e-15 MW
50	6.61212e-15 MW
51	0.301663 MW
52	6.61212e-15 MW
53	6.61212e-15 MW
54	6.61212e-15 MW
Finished writing Power Generation
