
The Optimal Objective value (Generation Dispatch cost) is: 104095

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	1.3972e-12 MW
2	1.3972e-12 MW
3	1.3972e-12 MW
4	1.3972e-12 MW
5	3.77073 MW
6	0.712245 MW
7	1.3972e-12 MW
8	1.3972e-12 MW
9	1.3972e-12 MW
10	1.3972e-12 MW
11	1.84346 MW
12	2.63112 MW
13	1.3972e-12 MW
14	0.0586555 MW
15	1.3972e-12 MW
16	1.3972e-12 MW
17	1.3972e-12 MW
18	1.3972e-12 MW
19	1.3972e-12 MW
20	0.159208 MW
21	1.70939 MW
22	0.402209 MW
23	1.3972e-12 MW
24	1.3972e-12 MW
25	1.2988 MW
26	1.34069 MW
27	1.3972e-12 MW
28	3.27633 MW
29	3.2847 MW
30	4.3271 MW
31	1.3972e-12 MW
32	1.3972e-12 MW
33	1.3972e-12 MW
34	1.3972e-12 MW
35	1.3972e-12 MW
36	1.3972e-12 MW
37	3.99694 MW
38	1.3972e-12 MW
39	0.0335174 MW
40	5.08626 MW
41	1.39721e-12 MW
42	1.39721e-12 MW
43	1.3972e-12 MW
44	1.3972e-12 MW
45	2.1116 MW
46	0.335174 MW
47	1.3972e-12 MW
48	1.3972e-12 MW
49	1.3972e-12 MW
50	1.3972e-12 MW
51	0.301656 MW
52	1.3972e-12 MW
53	1.3972e-12 MW
54	1.3972e-12 MW
Finished writing Power Generation
