
The Optimal Objective value (Generation Dispatch cost) is: 104069

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	1.2986e-16 MW
2	1.2986e-16 MW
3	1.2986e-16 MW
4	1.2986e-16 MW
5	3.77 MW
6	0.712106 MW
7	1.2986e-16 MW
8	1.2986e-16 MW
9	1.2986e-16 MW
10	1.2986e-16 MW
11	1.8431 MW
12	2.63061 MW
13	1.2986e-16 MW
14	0.0586441 MW
15	1.2986e-16 MW
16	1.2986e-16 MW
17	1.2986e-16 MW
18	1.2986e-16 MW
19	1.2986e-16 MW
20	0.159177 MW
21	1.70905 MW
22	0.402131 MW
23	1.2986e-16 MW
24	1.2986e-16 MW
25	1.29855 MW
26	1.34043 MW
27	1.2986e-16 MW
28	3.27569 MW
29	3.28407 MW
30	4.32626 MW
31	1.2986e-16 MW
32	1.2986e-16 MW
33	1.2986e-16 MW
34	1.2986e-16 MW
35	1.2986e-16 MW
36	1.2986e-16 MW
37	3.99617 MW
38	1.2986e-16 MW
39	0.0335109 MW
40	5.08527 MW
41	1.2986e-16 MW
42	1.2986e-16 MW
43	1.2986e-16 MW
44	1.2986e-16 MW
45	2.11119 MW
46	0.335109 MW
47	1.2986e-16 MW
48	1.2986e-16 MW
49	1.2986e-16 MW
50	1.2986e-16 MW
51	0.301598 MW
52	1.2986e-16 MW
53	1.2986e-16 MW
54	1.2986e-16 MW
Finished writing Power Generation
