
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.0910909 MW
2	-0.418903 MW
3	-0.291091 MW
4	-0.750969 MW
5	-0.0579357 MW
6	-1.04683 MW
7	0.746802 MW
8	0.519965 MW
9	3.19356 MW
10	0.87586 MW
12	-0.19 MW
13	-3.77035 MW
14	0.576737 MW
15	-3.77035 MW
16	0.61741 MW
17	0.305342 MW
18	0.109329 MW
19	0.0113402 MW
20	0.2 MW
21	-0.0346582 MW
22	-0.0306708 MW
23	-1.00196 MW
24	0.0591467 MW
25	-0.0225361 MW
26	-0.23866 MW
27	0.758477 MW
28	2.21646 MW
29	0.143586 MW
30	-0.0362922 MW
31	0.158477 MW
32	-0.106292 MW
33	-0.126104 MW
34	-0.286259 MW
35	-0.426108 MW
36	-0.526219 MW
37	-0.203708 MW
38	-1.32129 MW
39	0.929316 MW
40	-0.101761 MW
41	-0.101712 MW
42	0.732057 MW
43	1.2543 MW
44	1.89877 MW
45	0.323654 MW
46	0.11129 MW
47	0.199395 MW
48	0.153753 MW
49	-0.086158 MW
50	0.259109 MW
51	-0.313879 MW
52	0.0363656 MW
53	0.100607 MW
54	-0.252528 MW
55	0.289813 MW
56	-1.04736 MW
57	0.0414489 MW
58	0.0201376 MW
59	-0.350237 MW
60	2.05679 MW
61	0.253051 MW
62	0.153608 MW
63	-1.79761 MW
64	-0.0168142 MW
65	0.104609 MW
66	-0.167841 MW
67	-0.265255 MW
68	-0.401543 MW
69	-0.401543 MW
70	-0.138545 MW
71	-0.298553 MW
72	-0.341794 MW
73	-0.486674 MW
74	-0.320188 MW
75	-0.142292 MW
76	-0.0561647 MW
77	-0.603873 MW
78	-0.342198 MW
79	0.541968 MW
80	0.669751 MW
81	0.392416 MW
82	0.389719 MW
83	-1.16784 MW
84	-1.16784 MW
85	-0.506931 MW
86	0.372016 MW
87	0.293529 MW
88	0.206252 MW
89	0.113688 MW
90	-0.116353 MW
91	0.0699073 MW
92	0.162221 MW
93	-0.294169 MW
94	-0.224717 MW
95	-0.335474 MW
96	-0.252084 MW
97	-0.0866676 MW
98	-0.274909 MW
99	-0.288712 MW
100	-0.456848 MW
101	-0.543804 MW
102	1.66399 MW
103	-1.13538 MW
104	-0.101566 MW
105	0.256111 MW
106	0.594738 MW
107	-0.373113 MW
108	-0.242181 MW
109	-1.66399 MW
110	-2.25871 MW
111	0.336298 MW
112	-1.11667 MW
113	0.522202 MW
114	-0.71924 MW
115	-0.397432 MW
116	-0.000435128 MW
117	0.993761 MW
118	1.01577 MW
119	0.487074 MW
120	0.101798 MW
121	0.146465 MW
122	-0.0161964 MW
123	0.101808 MW
124	0 MW
125	-0.533524 MW
126	-0.373835 MW
127	0.369837 MW
128	-0.639757 MW
129	-0.0398039 MW
130	0.461266 MW
131	-0.934343 MW
132	-0.431578 MW
133	-0.231844 MW
134	-0.248644 MW
135	-0.638756 MW
136	-0.397432 MW
137	0.0848324 MW
138	0.157797 MW
139	0.131872 MW
140	-0.0800882 MW
141	-0.581298 MW
142	-0.190562 MW
143	-0.31554 MW
144	-0.465743 MW
145	-0.425563 MW
146	0.176488 MW
147	-0.554752 MW
148	-0.752956 MW
149	-0.0335113 MW
150	-1.03479 MW
151	0.32053 MW
152	0.604409 MW
153	1.79853 MW
154	0.574483 MW
155	0.145003 MW
156	0.145 MW
157	0.618884 MW
158	0.563241 MW
159	0.274978 MW
160	0.410739 MW
161	0.49878 MW
162	0.545928 MW
163	0.35188 MW
164	-0.135748 MW
165	0.125869 MW
166	-0.00792427 MW
167	-0.208125 MW
168	-0.0801238 MW
169	-0.140719 MW
170	0.848114 MW
171	0.427919 MW
172	0.457164 MW
173	-0.36071 MW
174	0.27001 MW
175	0.337172 MW
176	0.346146 MW
177	0.318012 MW
178	0.0982487 MW
179	0.154675 MW
180	0.0921999 MW
181	0.125307 MW
182	0.0722465 MW
183	-0.00782808 MW
184	-0.301572 MW
185	0.250018 MW
186	0.0207325 MW
Finished writing Internal Transmission lines' MW Flows
