
The Optimal Objective value (Generation Dispatch cost) is: 104123

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	3.86014e-13 MW
2	3.86014e-13 MW
3	3.86014e-13 MW
4	3.86014e-13 MW
5	3.77419 MW
6	0.712897 MW
7	3.86014e-13 MW
8	3.86014e-13 MW
9	3.86014e-13 MW
10	3.86014e-13 MW
11	1.84515 MW
12	2.63353 MW
13	3.86014e-13 MW
14	0.0587092 MW
15	3.86014e-13 MW
16	3.86014e-13 MW
17	3.86014e-13 MW
18	3.86014e-13 MW
19	3.86014e-13 MW
20	0.159353 MW
21	1.71095 MW
22	0.402578 MW
23	3.86014e-13 MW
24	3.86014e-13 MW
25	1.29999 MW
26	1.34192 MW
27	3.86014e-13 MW
28	3.27934 MW
29	3.28772 MW
30	4.33108 MW
31	3.86014e-13 MW
32	3.86014e-13 MW
33	3.86014e-13 MW
34	3.86014e-13 MW
35	3.86014e-13 MW
36	3.86014e-13 MW
37	4.00061 MW
38	3.86014e-13 MW
39	0 MW
40	5.09093 MW
41	3.86014e-13 MW
42	3.86014e-13 MW
43	3.86014e-13 MW
44	3.86014e-13 MW
45	2.11353 MW
46	0.335481 MW
47	3.86014e-13 MW
48	3.86014e-13 MW
49	3.86014e-13 MW
50	3.86014e-13 MW
51	0.301933 MW
52	3.86014e-13 MW
53	3.86014e-13 MW
54	3.86014e-13 MW
Finished writing Power Generation
