
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	1.07884
2	1.07896
3	1.079
4	1.07967
5	1.07975
6	1.07928
7	1.07921
8	1.08061
9	1.08176
10	1.08298
11	1.07923
12	1.07915
13	1.079
14	1.07906
15	1.07907
16	1.07912
17	1.07951
18	1.07912
19	1.07905
20	1.07917
21	1.07941
22	1.07982
23	1.08066
24	1.08076
25	1.08171
26	1.08199
27	1.07967
28	1.07939
29	1.07925
30	1.08035
31	1.07928
32	1.07959
33	1.0791
34	1.07935
35	1.07927
36	1.07927
37	1.07945
38	1.08022
39	1.07918
40	1.07919
41	1.07914
42	1.0795
43	1.07928
44	1.07962
45	1.07989
46	1.08035
47	1.08076
48	1.08062
49	1.0808
50	1.08039
51	1.07989
52	1.07971
53	1.07953
54	1.07967
55	1.07949
56	1.07967
57	1.0799
58	1.07974
59	1.08032
60	1.08099
61	1.08114
62	1.08105
63	1.08097
64	1.0813
65	1.08199
66	1.08187
67	1.08133
68	1.08217
69	1.08244
70	1.08117
71	1.08114
72	1.08095
73	1.08114
74	1.08098
75	1.0812
76	1.081
77	1.08194
78	1.08189
79	1.08195
80	1.0824
81	1.08225
82	1.08214
83	1.08235
84	1.08277
85	1.08304
86	1.08283
87	1.0829
88	1.08361
89	1.08435
90	1.08374
91	1.08362
92	1.08344
93	1.08291
94	1.08255
95	1.08231
96	1.08224
97	1.08225
98	1.08225
99	1.08256
100	1.08263
101	1.0828
102	1.08321
103	1.08218
104	1.08175
105	1.08163
106	1.08158
107	1.08135
108	1.08157
109	1.08155
110	1.08155
111	1.08178
112	1.08139
113	1.07952
114	1.07952
115	1.07952
116	1.08217
117	1.07887
118	1.08102
Finished writing Internal Node Voltage Phase Angles
