
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.119286 MW
2	-0.390714 MW
3	-0.319286 MW
4	-0.686849 MW
5	-0.0938654 MW
6	-0.940721 MW
7	0.64072 MW
8	0.865048 MW
9	3.24904 MW
10	0.756429 MW
11	0.345047 MW
12	0.155047 MW
13	-3.77075 MW
14	0.521705 MW
15	-3.77075 MW
16	0.386363 MW
17	0.310785 MW
18	0.132877 MW
19	0.0376294 MW
20	0.2 MW
21	-0.0292154 MW
22	-0.00712308 MW
23	-0.986614 MW
24	0.0684602 MW
25	-0.0181845 MW
26	-0.212371 MW
27	0.755435 MW
28	2.17802 MW
29	0.1469 MW
30	-0.0333019 MW
31	0.155435 MW
32	-0.103106 MW
33	-0.122999 MW
34	-0.283106 MW
35	-0.423106 MW
36	-0.523106 MW
37	-0.197879 MW
38	-1.32098 MW
39	0.92575 MW
40	-0.0989393 MW
41	-0.0989393 MW
42	0.729505 MW
43	1.25199 MW
44	1.90163 MW
45	0.322533 MW
46	0.110491 MW
47	0.198971 MW
48	0.152533 MW
49	-0.0874673 MW
50	0.245314 MW
51	-0.311911 MW
52	0.0333019 MW
53	0.101029 MW
54	-0.248184 MW
55	0.290071 MW
56	-1.04477 MW
57	0.041702 MW
58	0.0199292 MW
59	-0.349929 MW
60	2.04989 MW
61	0.253249 MW
62	0.153756 MW
63	-1.80458 MW
64	-0.0167504 MW
65	0.104778 MW
66	-0.167772 MW
67	-0.265222 MW
68	-0.401497 MW
69	-0.401497 MW
70	-0.138298 MW
71	-0.298298 MW
72	-0.341358 MW
73	-0.48694 MW
74	-0.319425 MW
75	-0.142725 MW
76	-0.059449 MW
77	-0.599976 MW
78	-0.342725 MW
79	0.541533 MW
80	0.669328 MW
81	0.391908 MW
82	0.389214 MW
83	-1.17087 MW
84	-1.17087 MW
85	-0.502956 MW
86	0.371533 MW
87	0.293388 MW
88	0.20594 MW
89	0.113388 MW
90	-0.116612 MW
91	0.0697309 MW
92	0.161827 MW
93	-0.294838 MW
94	-0.224141 MW
95	-0.336127 MW
96	-0.251533 MW
97	-0.0859399 MW
98	-0.275505 MW
99	-0.289338 MW
100	-0.457216 MW
101	-0.544204 MW
102	1.66558 MW
103	-1.13587 MW
104	-0.101346 MW
105	0.256616 MW
106	0.595988 MW
107	-0.372826 MW
108	-0.241904 MW
109	-1.66558 MW
110	-2.26157 MW
111	0.341745 MW
112	-1.13154 MW
113	0.521904 MW
114	-0.665021 MW
115	-0.466507 MW
116	-5.24707e-06 MW
117	0.999615 MW
118	1.02916 MW
119	0.530398 MW
120	0.0989392 MW
121	0.151618 MW
122	-0.00988173 MW
123	0.0989393 MW
124	-9.7817e-13 MW
125	-0.528382 MW
126	-0.360118 MW
127	0.381016 MW
128	-0.628984 MW
129	-0.0510159 MW
130	0.364881 MW
131	-1.1474 MW
133	-0.286188 MW
134	-0.345118 MW
135	-0.735118 MW
136	-0.466507 MW
137	0.103258 MW
138	0.176294 MW
139	0.140186 MW
140	-0.0717946 MW
141	-0.591397 MW
142	-0.234791 MW
143	-0.319895 MW
144	-0.471502 MW
145	-0.429895 MW
146	0.176482 MW
147	-0.559842 MW
148	-0.758038 MW
149	-0.0335176 MW
150	-1.03984 MW
151	0.320141 MW
152	0.603676 MW
153	1.79214 MW
154	0.572443 MW
155	0.143818 MW
156	0.143818 MW
157	0.617165 MW
158	0.56157 MW
159	0.271969 MW
160	0.407701 MW
161	0.497165 MW
162	0.549402 MW
163	0.355838 MW
164	-0.146503 MW
165	0.129401 MW
166	-0.0262941 MW
167	-0.199814 MW
168	-0.0717947 MW
169	-0.137701 MW
170	0.848115 MW
171	0.427917 MW
172	0.457134 MW
173	-0.357701 MW
174	0.270007 MW
175	0.337148 MW
176	0.346136 MW
177	0.317924 MW
178	0.0981909 MW
179	0.154675 MW
180	0.0922067 MW
181	0.125325 MW
182	0.0722068 MW
183	-0.00779353 MW
184	-0.301658 MW
185	0.25 MW
186	0.02103 MW
Finished writing Internal Transmission lines' MW Flows
