
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	2.99788
2	2.998
3	2.99805
4	2.99871
5	2.99879
6	2.99832
7	2.99825
8	2.99966
9	3.00081
10	3.00202
11	2.99827
12	2.9982
13	2.99804
14	2.9981
15	2.99809
16	2.99817
17	2.99857
18	2.99826
19	2.99802
20	2.99816
21	2.99841
22	2.99884
23	2.99969
24	2.99979
25	3.00075
26	3.00103
27	2.99872
28	2.99844
29	2.9983
30	2.9994
31	2.99833
32	2.99863
33	2.99812
34	2.99837
35	2.9983
36	2.9983
37	2.99847
38	2.99925
39	2.99821
40	2.99822
41	2.99817
42	2.99853
43	2.99831
44	2.99865
45	2.99892
46	2.99938
47	2.99979
48	2.99965
49	2.99983
50	2.99942
51	2.99891
52	2.99873
53	2.99855
54	2.99869
55	2.99864
56	2.99868
57	2.99892
58	2.99876
59	2.99937
60	3.00003
61	3.00018
62	3.00009
63	3.00001
64	3.00034
65	3.00102
66	3.0009
67	3.00037
68	3.0012
69	3.00147
70	3.00021
71	3.00017
72	2.99999
73	3.00017
74	3.00001
75	3.00023
76	3.00003
77	3.00098
78	3.00092
79	3.00098
80	3.00143
81	3.00128
82	3.00118
83	3.00139
84	3.00181
85	3.00208
86	3.00186
87	3.00193
88	3.00264
89	3.00338
90	3.00278
91	3.00266
92	3.00247
93	3.00195
94	3.00158
95	3.00135
96	3.00128
97	3.00128
98	3.00129
99	3.0016
100	3.00166
101	3.00184
102	3.00224
103	3.00122
104	3.00079
105	3.00067
106	3.00061
107	3.00039
108	3.0006
109	3.00058
110	3.00059
111	3.00082
112	3.00043
113	2.99858
114	2.99857
115	2.99857
116	3.0012
117	2.99792
118	3.00005
Finished writing Internal Node Voltage Phase Angles
