
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	0.21958
2	0.2197
3	0.219746
4	0.220413
5	0.220488
6	0.220021
7	0.219949
8	0.221355
9	0.222505
10	0.223719
11	0.219972
12	0.219896
13	0.219745
14	0.219803
15	0.219817
16	0.219865
17	0.220248
18	0.219867
19	0.21979
20	0.219912
21	0.220153
22	0.220563
23	0.221396
24	0.221496
25	0.222451
26	0.222729
27	0.22041
28	0.220135
29	0.21999
30	0.221092
31	0.220019
32	0.220327
33	0.21984
34	0.220096
35	0.22002
36	0.220018
37	0.220194
38	0.220956
39	0.219931
40	0.219945
41	0.219897
42	0.220263
43	0.220036
44	0.22039
45	0.220665
46	0.22113
47	0.221535
48	0.221404
49	0.221578
50	0.22145
51	0.220539
52	0.220352
53	0.220124
54	0.220235
55	0.220175
56	0.220202
57	0.220086
58	0.220346
59	0.220979
60	0.221684
61	0.221839
62	0.221751
63	0.221653
64	0.222002
65	0.222714
66	0.222609
67	0.222058
68	0.222898
69	0.223173
70	0.221911
71	0.221875
72	0.221693
73	0.221875
74	0.221716
75	0.221933
76	0.221732
77	0.222678
78	0.22262
79	0.222681
80	0.223129
81	0.22298
82	0.222875
83	0.223088
84	0.223505
85	0.223777
86	0.22356
87	0.22363
88	0.224343
89	0.22508
90	0.224478
91	0.224356
92	0.224172
93	0.223647
94	0.223282
95	0.223045
96	0.222976
97	0.222982
98	0.222987
99	0.223295
100	0.22336
101	0.223538
102	0.223942
103	0.222915
104	0.222487
105	0.222367
106	0.222313
107	0.222084
108	0.222302
109	0.222282
110	0.222287
111	0.222515
112	0.222127
113	0.220258
114	0.220265
115	0.220263
116	0.222898
117	0.219616
118	0.221754
Finished writing Internal Node Voltage Phase Angles
