
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	3.02424
2	3.02436
3	3.02441
4	3.02507
5	3.02515
6	3.02468
7	3.02461
8	3.02602
9	3.02717
10	3.02838
11	3.02463
12	3.02456
13	3.02441
14	3.02446
15	3.02448
16	3.02453
17	3.02491
18	3.02453
19	3.02445
20	3.02457
21	3.02481
22	3.02522
23	3.02606
24	3.02616
25	3.02711
26	3.02739
27	3.02507
28	3.0248
29	3.02465
30	3.02575
31	3.02468
32	3.02499
33	3.0245
34	3.02475
35	3.02467
36	3.02467
37	3.02485
38	3.02562
39	3.02457
40	3.02458
41	3.02453
42	3.02488
43	3.02467
44	3.025
45	3.02527
46	3.02573
47	3.02614
48	3.02599
49	3.02617
50	3.02574
51	3.02521
52	3.02504
53	3.02484
54	3.02497
55	3.02492
56	3.02495
57	3.02521
58	3.02505
59	3.0258
60	3.02643
61	3.02658
62	3.02648
63	3.02642
64	3.02674
65	3.0274
66	3.02727
67	3.02675
68	3.02758
69	3.02784
70	3.02658
71	3.02654
72	3.02636
73	3.02654
74	3.02638
75	3.0266
76	3.0264
77	3.02735
78	3.02729
79	3.02735
80	3.0278
81	3.02766
82	3.02755
83	3.02776
84	3.02818
85	3.02845
86	3.02823
87	3.0283
88	3.02902
89	3.02975
90	3.02915
91	3.02903
92	3.02885
93	3.02832
94	3.02796
95	3.02772
96	3.02765
97	3.02766
98	3.02766
99	3.02797
100	3.02804
101	3.02821
102	3.02862
103	3.02759
104	3.02716
105	3.02704
106	3.02699
107	3.02676
108	3.02698
109	3.02696
110	3.02696
111	3.02719
112	3.0268
113	3.02492
114	3.02493
115	3.02492
116	3.02758
117	3.02428
118	3.02642
Finished writing Internal Node Voltage Phase Angles
