
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	2.40278
2	2.4029
3	2.40294
4	2.40361
5	2.40369
6	2.40322
7	2.40315
8	2.40455
9	2.4057
10	2.40692
11	2.40317
12	2.40309
13	2.40294
14	2.403
15	2.40301
16	2.40306
17	2.40345
18	2.40306
19	2.40299
20	2.40311
21	2.40335
22	2.40376
23	2.4046
24	2.4047
25	2.40565
26	2.40593
27	2.40361
28	2.40333
29	2.40319
30	2.40429
31	2.40322
32	2.40353
33	2.40304
34	2.40329
35	2.40321
36	2.40321
37	2.40339
38	2.40416
39	2.40312
40	2.40313
41	2.40308
42	2.40344
43	2.40322
44	2.40356
45	2.40383
46	2.40429
47	2.4047
48	2.40456
49	2.40473
50	2.40432
51	2.40381
52	2.40364
53	2.40345
54	2.4036
55	2.40355
56	2.40358
57	2.40383
58	2.40366
59	2.40427
60	2.40494
61	2.40509
62	2.40499
63	2.40492
64	2.40525
65	2.40593
66	2.40581
67	2.40528
68	2.40611
69	2.40638
70	2.40511
71	2.40508
72	2.40489
73	2.40508
74	2.40492
75	2.40514
76	2.40494
77	2.40588
78	2.40583
79	2.40589
80	2.40634
81	2.40619
82	2.40605
83	2.40623
84	2.40715
85	2.40722
86	2.407
87	2.40707
88	2.40773
89	2.40843
90	2.40782
91	2.40769
92	2.40748
93	2.40693
94	2.40654
95	2.40628
96	2.40619
97	2.4062
98	2.40622
99	2.40654
100	2.40662
101	2.40682
102	2.40724
103	2.40617
104	2.40574
105	2.40562
106	2.40557
107	2.40534
108	2.40556
109	2.40554
110	2.40554
111	2.40577
112	2.40538
113	2.40346
114	2.40346
115	2.40346
116	2.40611
117	2.40281
118	2.40496
Finished writing Internal Node Voltage Phase Angles
