
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	3.00752
2	3.00764
3	3.00769
4	3.00837
5	3.00844
6	3.00796
7	3.00789
8	3.00933
9	3.01048
10	3.0117
11	3.00791
12	3.00783
13	3.00766
14	3.00771
15	3.00766
16	3.00778
17	3.00813
18	3.0077
19	3.00758
20	3.00742
21	3.00746
22	3.00764
23	3.00809
24	3.00833
25	3.01134
26	3.01135
27	3.00831
28	3.00798
29	3.00777
30	3.00911
31	3.00778
32	3.00795
33	3.00768
34	3.00792
35	3.00785
36	3.00784
37	3.00802
38	3.00882
39	3.00773
40	3.00772
41	3.00766
42	3.00799
43	3.00781
44	3.00808
45	3.00832
46	3.00877
47	3.00916
48	3.00903
49	3.00921
50	3.0088
51	3.00829
52	3.00811
53	3.00793
54	3.00807
55	3.00802
56	3.00805
57	3.0083
58	3.00814
59	3.00874
60	3.0094
61	3.00956
62	3.00946
63	3.00938
64	3.00972
65	3.0104
66	3.01028
67	3.00974
68	3.01054
69	3.01075
70	3.00931
71	3.00923
72	3.0088
73	3.00923
74	3.0092
75	3.00944
76	3.00927
77	3.01026
78	3.01021
79	3.01027
80	3.01073
81	3.01061
82	3.01047
83	3.01068
84	3.0111
85	3.01137
86	3.01115
87	3.01122
88	3.01194
89	3.01267
90	3.01207
91	3.01195
92	3.01177
93	3.01124
94	3.01088
95	3.01064
96	3.01057
97	3.01058
98	3.01059
99	3.01089
100	3.01096
101	3.01113
102	3.01154
103	3.01051
104	3.01008
105	3.00996
106	3.00991
107	3.00968
108	3.0099
109	3.00988
110	3.00988
111	3.01011
112	3.00972
113	3.00811
114	3.008
115	3.00802
116	3.01054
117	3.00755
118	3.00927
Finished writing Internal Node Voltage Phase Angles
