
The Optimal Objective value (Generation Dispatch cost) is: 104096

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	5.89331e-13 MW
2	5.89331e-13 MW
3	5.89331e-13 MW
4	5.89332e-13 MW
5	3.77075 MW
6	0.712249 MW
7	5.89331e-13 MW
8	5.89331e-13 MW
9	5.89331e-13 MW
10	5.89332e-13 MW
11	1.84347 MW
12	2.63113 MW
13	5.89332e-13 MW
14	0.0586558 MW
15	5.89332e-13 MW
16	5.89331e-13 MW
17	5.89331e-13 MW
18	5.89332e-13 MW
19	5.89332e-13 MW
20	0.159208 MW
21	1.7094 MW
22	0.402212 MW
23	5.89332e-13 MW
24	5.89332e-13 MW
25	1.29881 MW
26	1.3407 MW
27	5.89332e-13 MW
28	3.27635 MW
29	3.28472 MW
30	4.32713 MW
31	5.89332e-13 MW
32	5.89332e-13 MW
33	5.89332e-13 MW
34	5.89332e-13 MW
35	5.89332e-13 MW
36	5.89332e-13 MW
37	3.99696 MW
38	5.89333e-13 MW
39	0.0335176 MW
40	5.08629 MW
41	5.89333e-13 MW
42	5.89333e-13 MW
43	5.89333e-13 MW
44	5.89332e-13 MW
45	2.11161 MW
46	0.335176 MW
47	5.89332e-13 MW
48	5.89332e-13 MW
49	5.89332e-13 MW
50	5.89332e-13 MW
51	0.301658 MW
52	5.89332e-13 MW
53	5.89331e-13 MW
54	5.89332e-13 MW
Finished writing Power Generation
