
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	5.99273
2	5.99285
3	5.9929
4	5.99357
5	5.99364
6	5.99317
7	5.9931
8	5.99451
9	5.99566
10	5.99688
11	5.99312
12	5.99305
13	5.99289
14	5.99295
15	5.99295
16	5.99302
17	5.9934
18	5.993
19	5.9929
20	5.99351
21	5.99366
22	5.99397
23	5.99464
24	5.99473
25	5.99566
26	5.99592
27	5.99361
28	5.99333
29	5.99318
30	5.99425
31	5.99321
32	5.99353
33	5.99298
34	5.99324
35	5.99317
36	5.99317
37	5.99334
38	5.99412
39	5.99308
40	5.99309
41	5.99304
42	5.9934
43	5.99318
44	5.99353
45	5.9938
46	5.99426
47	5.99467
48	5.99453
49	5.99471
50	5.9943
51	5.99379
52	5.99361
53	5.99343
54	5.99357
55	5.99352
56	5.99356
57	5.9938
58	5.99364
59	5.99425
60	5.99491
61	5.99506
62	5.99497
63	5.99489
64	5.99522
65	5.9959
66	5.99578
67	5.99525
68	5.99609
69	5.99636
70	5.99511
71	5.99508
72	5.99491
73	5.99508
74	5.99491
75	5.99512
76	5.99492
77	5.99586
78	5.99581
79	5.99587
80	5.99632
81	5.99617
82	5.99606
83	5.99628
84	5.99669
85	5.99696
86	5.99675
87	5.99682
88	5.99753
89	5.99827
90	5.99766
91	5.99754
92	5.99736
93	5.99683
94	5.99647
95	5.99623
96	5.99616
97	5.99617
98	5.99617
99	5.99648
100	5.99655
101	5.99673
102	5.99713
103	5.9961
104	5.99567
105	5.99555
106	5.9955
107	5.99527
108	5.99549
109	5.99547
110	5.99547
111	5.9957
112	5.99531
113	5.99342
114	5.99347
115	5.99346
116	5.99609
117	5.99277
118	5.99494
Finished writing Internal Node Voltage Phase Angles
