
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	3.00705
2	3.00717
3	3.00722
4	3.00788
5	3.00796
6	3.00749
7	3.00742
8	3.00882
9	3.00998
10	3.01119
11	3.00744
12	3.00737
13	3.00722
14	3.00727
15	3.00729
16	3.00734
17	3.00772
18	3.00734
19	3.00726
20	3.00738
21	3.00762
22	3.00803
23	3.00887
24	3.00896
25	3.00992
26	3.0102
27	3.00788
28	3.0076
29	3.00746
30	3.00856
31	3.00749
32	3.0078
33	3.00731
34	3.00757
35	3.00749
36	3.00749
37	3.00767
38	3.00843
39	3.00741
40	3.00743
41	3.00738
42	3.00775
43	3.00752
44	3.00789
45	3.00816
46	3.00863
47	3.00904
48	3.00891
49	3.00909
50	3.00858
51	3.007
52	3.00696
53	3.00714
54	3.00755
55	3.0075
56	3.00752
57	3.0079
58	3.00717
59	3.00837
60	3.00911
61	3.00926
62	3.00918
63	3.00907
64	3.00943
65	3.01017
66	3.01008
67	3.00951
68	3.01036
69	3.01064
70	3.00938
71	3.00934
72	3.00916
73	3.00934
74	3.00918
75	3.0094
76	3.0092
77	3.01014
78	3.01008
79	3.01014
80	3.01059
81	3.01044
82	3.01034
83	3.01055
84	3.01097
85	3.01124
86	3.01102
87	3.01109
88	3.01181
89	3.01254
90	3.01194
91	3.01182
92	3.01163
93	3.01111
94	3.01074
95	3.01051
96	3.01044
97	3.01044
98	3.01045
99	3.01076
100	3.01082
101	3.011
102	3.0114
103	3.01038
104	3.00995
105	3.00983
106	3.00978
107	3.00955
108	3.00976
109	3.00974
110	3.00975
111	3.00998
112	3.00959
113	3.00773
114	3.00773
115	3.00773
116	3.01036
117	3.00709
118	3.00922
Finished writing Internal Node Voltage Phase Angles
