
The Optimal Objective value (Generation Dispatch cost) is: 104109

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	1.61523e-15 MW
2	1.61523e-15 MW
3	1.61523e-15 MW
4	1.61523e-15 MW
5	3.77113 MW
6	0.712321 MW
7	1.61523e-15 MW
8	1.61523e-15 MW
9	1.61523e-15 MW
10	1.61523e-15 MW
11	1.84366 MW
12	2.6314 MW
13	1.61523e-15 MW
14	0.0586618 MW
15	1.61523e-15 MW
16	1.61523e-15 MW
17	1.61523e-15 MW
18	1.61523e-15 MW
19	1.61523e-15 MW
20	0.159225 MW
21	1.70957 MW
22	0.402253 MW
23	1.61523e-15 MW
24	1.61523e-15 MW
25	1.29894 MW
26	1.34084 MW
27	1.61523e-15 MW
28	3.27668 MW
29	3.28506 MW
30	4.32757 MW
31	1.61523e-15 MW
32	1.61523e-15 MW
33	1.61523e-15 MW
34	1.61523e-15 MW
35	1.61523e-15 MW
36	1.61523e-15 MW
37	3.99737 MW
38	1.61523e-15 MW
39	0.033521 MW
40	5.0868 MW
41	1.61523e-15 MW
42	1.61523e-15 MW
43	1.61523e-15 MW
44	1.61523e-15 MW
45	2.11182 MW
46	0.33521 MW
47	1.61523e-15 MW
48	1.61523e-15 MW
49	1.61523e-15 MW
50	1.61523e-15 MW
51	0.301689 MW
52	1.61523e-15 MW
53	1.61523e-15 MW
54	1.61523e-15 MW
Finished writing Power Generation
