
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.119368 MW
2	-0.390632 MW
3	-0.319368 MW
4	-0.686662 MW
5	-0.09397 MW
6	-0.940367 MW
7	0.640369 MW
8	0.864708 MW
9	3.24777 MW
10	0.756034 MW
11	0.344708 MW
12	0.154708 MW
13	-3.77075 MW
14	0.522981 MW
15	-3.77075 MW
16	0.385853 MW
17	0.310551 MW
18	0.132635 MW
19	0.0368361 MW
20	0.2 MW
21	-0.0294489 MW
22	-0.00736453 MW
23	-0.98993 MW
24	0.066437 MW
25	-0.0133207 MW
26	-0.213164 MW
27	0.756088 MW
28	2.16914 MW
29	0.139978 MW
30	-0.0400164 MW
31	0.156088 MW
32	-0.109865 MW
33	-0.11761 MW
34	-0.289865 MW
35	-0.429865 MW
36	-0.529865 MW
37	-0.234435 MW
38	-1.30389 MW
39	0.938456 MW
40	-0.117217 MW
41	-0.117217 MW
42	0.713344 MW
43	1.25293 MW
44	1.91779 MW
45	0.324549 MW
46	0.109776 MW
47	0.1986 MW
48	0.154549 MW
49	-0.0854508 MW
50	0.271625 MW
51	-0.316816 MW
52	0.0400162 MW
53	0.101399 MW
54	-0.243321 MW
55	0.290581 MW
56	-1.04006 MW
57	0.0418744 MW
58	0.0194185 MW
59	-0.349419 MW
60	2.04124 MW
61	0.253966 MW
62	0.154466 MW
63	-1.76961 MW
64	-0.0160339 MW
65	0.10549 MW
66	-0.167057 MW
67	-0.26451 MW
68	-0.400784 MW
69	-0.400784 MW
70	-0.138126 MW
71	-0.298126 MW
72	-0.343541 MW
73	-0.484585 MW
74	-0.324671 MW
75	-0.139661 MW
76	-0.0370474 MW
77	-0.627624 MW
78	-0.339661 MW
79	0.545248 MW
80	0.673823 MW
81	0.395717 MW
82	0.392997 MW
83	-1.15013 MW
84	-1.15013 MW
85	-0.530983 MW
86	0.375248 MW
87	0.294796 MW
88	0.209027 MW
89	0.114796 MW
90	-0.115204 MW
91	0.0708589 MW
92	0.165518 MW
93	-0.290655 MW
94	-0.227088 MW
95	-0.332052 MW
96	-0.255248 MW
97	-0.089027 MW
98	-0.271824 MW
99	-0.285472 MW
100	-0.454836 MW
101	-0.541589 MW
102	1.65477 MW
103	-1.13238 MW
104	-0.102452 MW
105	0.253714 MW
106	0.586985 MW
107	-0.374832 MW
108	-0.243906 MW
109	-1.65477 MW
110	-2.24176 MW
111	0.304281 MW
112	-1.0393 MW
113	0.523906 MW
114	-1.0393 MW
115	0 MW
116	0 MW
117	0.958744 MW
118	0.937328 MW
119	0.233151 MW
120	0.117217 MW
121	0.116839 MW
122	-0.0525289 MW
123	0.117217 MW
124	-9.7817e-13 MW
125	-0.563161 MW
126	-0.454256 MW
127	0.305893 MW
128	-0.704107 MW
129	0.0241068 MW
130	0.378128 MW
131	-1.11812 MW
132	-0.516464 MW
133	-0.278759 MW
134	-0.331872 MW
135	-0.721872 MW
137	0.100706 MW
138	0.173741 MW
139	0.139022 MW
140	-0.0729576 MW
141	-0.590043 MW
142	-0.228717 MW
143	-0.319312 MW
144	-0.47073 MW
145	-0.429312 MW
146	0.176482 MW
147	-0.559165 MW
148	-0.75736 MW
149	-0.0335176 MW
150	-1.03916 MW
151	0.320198 MW
152	0.603784 MW
153	1.79305 MW
154	0.572732 MW
155	0.143983 MW
156	0.143983 MW
157	0.617418 MW
158	0.561823 MW
159	0.272394 MW
160	0.408128 MW
161	0.497418 MW
162	0.548946 MW
163	0.355323 MW
164	-0.145029 MW
165	0.128946 MW
166	-0.0237413 MW
167	-0.200978 MW
168	-0.0729576 MW
169	-0.138128 MW
170	0.848115 MW
171	0.427917 MW
172	0.457134 MW
173	-0.358128 MW
174	0.270007 MW
175	0.337148 MW
176	0.346136 MW
177	0.317924 MW
178	0.0981911 MW
179	0.154675 MW
180	0.0922064 MW
181	0.125325 MW
182	0.0722065 MW
183	-0.00779364 MW
184	-0.301658 MW
185	0.25 MW
186	0.0213994 MW
Finished writing Internal Transmission lines' MW Flows
