
The Optimal Objective value (Generation Dispatch cost) is: 104101

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	3.63202e-16 MW
2	3.63202e-16 MW
3	3.63202e-16 MW
4	3.63202e-16 MW
5	3.77089 MW
6	0.712275 MW
7	3.63202e-16 MW
8	3.63202e-16 MW
9	3.63202e-16 MW
10	3.63202e-16 MW
11	1.84354 MW
12	2.63123 MW
13	3.63202e-16 MW
14	0.058658 MW
15	3.63202e-16 MW
16	3.63202e-16 MW
17	3.63202e-16 MW
18	3.63202e-16 MW
19	3.63202e-16 MW
20	0.159214 MW
21	1.70946 MW
22	0.402226 MW
23	3.63202e-16 MW
24	3.63202e-16 MW
25	1.29885 MW
26	1.34075 MW
27	3.63202e-16 MW
28	3.27647 MW
29	3.28484 MW
30	4.32729 MW
31	3.63202e-16 MW
32	3.63202e-16 MW
33	3.63202e-16 MW
34	3.63202e-16 MW
35	3.63202e-16 MW
36	3.63202e-16 MW
37	3.99711 MW
38	3.63202e-16 MW
39	0.0335188 MW
40	5.08647 MW
41	3.63202e-16 MW
42	3.63202e-16 MW
43	3.63202e-16 MW
44	3.63202e-16 MW
45	2.11169 MW
46	0.335188 MW
47	3.63202e-16 MW
48	3.63202e-16 MW
49	3.63202e-16 MW
50	3.63202e-16 MW
51	0.301669 MW
52	3.63202e-16 MW
53	3.63202e-16 MW
54	3.63202e-16 MW
Finished writing Power Generation
