
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.119348 MW
2	-0.390665 MW
3	-0.319348 MW
4	-0.687126 MW
5	-0.0939409 MW
6	-0.941019 MW
7	0.640943 MW
8	0.865207 MW
9	3.25051 MW
10	0.756689 MW
11	0.345216 MW
12	0.155216 MW
13	-3.77098 MW
14	0.52045 MW
15	-3.77098 MW
16	0.386368 MW
17	0.311074 MW
18	0.133223 MW
19	0.0372894 MW
20	0.2 MW
21	-0.0289257 MW
22	-0.00677725 MW
23	-0.990767 MW
24	0.0681902 MW
25	-0.0132711 MW
26	-0.212711 MW
27	0.757099 MW
28	2.1788 MW
29	0.14403 MW
30	-0.0361008 MW
31	0.157195 MW
32	-0.106273 MW
33	-0.118203 MW
34	-0.286185 MW
35	-0.42621 MW
36	-0.526196 MW
37	-0.212385 MW
38	-1.31466 MW
39	0.931035 MW
40	-0.106223 MW
41	-0.106233 MW
42	0.723845 MW
43	1.25275 MW
44	1.90745 MW
45	0.323376 MW
46	0.110244 MW
47	0.199093 MW
48	0.153363 MW
49	-0.0866663 MW
50	0.249165 MW
51	-0.313896 MW
52	0.0360604 MW
53	0.101427 MW
54	-0.243269 MW
55	0.291523 MW
56	-1.03039 MW
57	0.0307579 MW
58	0.0184863 MW
59	-0.348289 MW
60	2.08491 MW
61	0.281434 MW
62	0.181635 MW
63	-1.8358 MW
64	0.0112822 MW
65	-0.00703829 MW
67	-0.377012 MW
68	-0.373525 MW
69	-0.373525 MW
70	-0.149236 MW
71	-0.309231 MW
72	-0.346086 MW
73	-0.493254 MW
74	-0.321911 MW
75	-0.144956 MW
76	-0.0629326 MW
77	-0.598977 MW
78	-0.344935 MW
79	0.544318 MW
80	0.672745 MW
81	0.394744 MW
82	0.392031 MW
83	-1.15563 MW
84	-1.15563 MW
85	-0.501428 MW
86	0.374301 MW
87	0.294373 MW
88	0.208249 MW
89	0.114426 MW
90	-0.115597 MW
91	0.0705708 MW
92	0.164557 MW
93	-0.291784 MW
94	-0.226347 MW
95	-0.333158 MW
96	-0.254281 MW
97	-0.088131 MW
98	-0.27282 MW
99	-0.286518 MW
100	-0.455472 MW
101	-0.542289 MW
102	1.65762 MW
103	-1.13332 MW
104	-0.102181 MW
105	0.254455 MW
106	0.5893 MW
107	-0.374319 MW
108	-0.243395 MW
109	-1.65762 MW
110	-2.24699 MW
111	0.314009 MW
112	-1.12018 MW
113	0.523392 MW
114	-0.722131 MW
115	-0.397837 MW
116	-0.000148491 MW
117	0.998575 MW
118	1.01824 MW
119	0.488104 MW
120	0.10613 MW
121	0.144678 MW
122	-0.0183965 MW
123	0.106231 MW
124	0 MW
125	-0.535341 MW
126	-0.37482 MW
127	0.369301 MW
128	-0.64073 MW
129	-0.0393038 MW
130	0.461148 MW
131	-0.934762 MW
132	-0.431771 MW
133	-0.232279 MW
134	-0.248936 MW
135	-0.638923 MW
136	-0.397837 MW
137	0.0847216 MW
138	0.157747 MW
139	0.131714 MW
140	-0.080249 MW
141	-0.581592 MW
142	-0.190627 MW
143	-0.315718 MW
144	-0.465961 MW
145	-0.425701 MW
146	0.17648 MW
147	-0.554981 MW
148	-0.753165 MW
149	-0.0335195 MW
150	-1.03496 MW
151	0.320572 MW
152	0.604489 MW
153	1.79885 MW
154	0.574586 MW
155	0.145045 MW
156	0.145038 MW
157	0.619071 MW
158	0.563477 MW
159	0.275098 MW
160	0.410854 MW
161	0.499073 MW
162	0.546209 MW
163	0.352132 MW
164	-0.135781 MW
165	0.126048 MW
166	-0.0077483 MW
167	-0.208276 MW
168	-0.0802582 MW
169	-0.140839 MW
170	0.848251 MW
171	0.427992 MW
172	0.457199 MW
173	-0.360834 MW
174	0.270058 MW
175	0.337224 MW
176	0.346219 MW
177	0.318035 MW
178	0.0981102 MW
179	0.154663 MW
180	0.0923317 MW
181	0.125337 MW
182	0.0722119 MW
183	-0.00787319 MW
184	-0.301661 MW
185	0.249996 MW
186	0.0213533 MW
Finished writing Internal Transmission lines' MW Flows
