
The Optimal Objective value (Generation Dispatch cost) is: 104099

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	1.77264e-14 MW
2	1.77264e-14 MW
3	1.77264e-14 MW
4	1.77264e-14 MW
5	3.77085 MW
6	0.712267 MW
7	1.77264e-14 MW
8	1.77264e-14 MW
9	1.77264e-14 MW
10	1.77264e-14 MW
11	1.84352 MW
12	2.6312 MW
13	1.77264e-14 MW
14	0.0586574 MW
15	1.77264e-14 MW
16	1.77264e-14 MW
17	1.77264e-14 MW
18	1.77264e-14 MW
19	1.77264e-14 MW
20	0.159213 MW
21	1.70944 MW
22	0.402222 MW
23	1.77264e-14 MW
24	1.77264e-14 MW
25	1.29884 MW
26	1.34074 MW
27	1.77264e-14 MW
28	3.27643 MW
29	3.28481 MW
30	4.32724 MW
31	1.77264e-14 MW
32	1.77264e-14 MW
33	1.77264e-14 MW
34	1.77264e-14 MW
35	1.77264e-14 MW
36	1.77264e-14 MW
37	3.99707 MW
38	1.77264e-14 MW
39	0.0335185 MW
40	5.08642 MW
41	1.77264e-14 MW
42	1.77264e-14 MW
43	1.77264e-14 MW
44	1.77264e-14 MW
45	2.11166 MW
46	0.335184 MW
47	1.77264e-14 MW
48	1.77264e-14 MW
49	1.77264e-14 MW
50	1.77264e-14 MW
51	0.301666 MW
52	1.77264e-14 MW
53	1.77264e-14 MW
54	1.77264e-14 MW
Finished writing Power Generation
