
The Optimal Objective value (Generation Dispatch cost) is: 104876

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	2.35461e-13 MW
2	2.35461e-13 MW
3	2.35461e-13 MW
4	2.35462e-13 MW
5	3.75259 MW
6	0.708824 MW
7	2.35461e-13 MW
8	2.35461e-13 MW
9	2.35461e-13 MW
10	2.35461e-13 MW
11	1.8346 MW
12	2.61847 MW
13	2.35461e-13 MW
14	0.0583739 MW
15	2.35461e-13 MW
16	2.35461e-13 MW
17	2.35461e-13 MW
18	2.35461e-13 MW
19	2.35461e-13 MW
20	0.158443 MW
21	1.70117 MW
22	0.400278 MW
23	2.35461e-13 MW
24	2.35461e-13 MW
25	1.29256 MW
26	1.33425 MW
27	2.35462e-13 MW
28	3.26057 MW
29	3.26891 MW
30	4.30628 MW
31	2.35462e-13 MW
32	2.35461e-13 MW
33	2.35462e-13 MW
34	2.35462e-13 MW
35	2.35462e-13 MW
36	2.35462e-13 MW
37	3.97771 MW
38	2.35462e-13 MW
39	0.21 MW
40	5.06177 MW
41	2.35462e-13 MW
42	2.35462e-13 MW
43	2.35462e-13 MW
44	2.35462e-13 MW
45	2.10145 MW
46	0.333564 MW
47	2.35462e-13 MW
48	2.35462e-13 MW
49	2.35462e-13 MW
50	2.35461e-13 MW
51	0.300208 MW
52	2.35461e-13 MW
53	2.35461e-13 MW
54	2.35462e-13 MW
Finished writing Power Generation
