
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.119298 MW
2	-0.390702 MW
3	-0.319298 MW
4	-0.686822 MW
5	-0.0938802 MW
6	-0.940669 MW
7	0.64067 MW
8	0.864999 MW
9	3.24887 MW
10	0.756373 MW
11	0.344999 MW
12	0.154999 MW
13	-3.77075 MW
14	0.521882 MW
15	-3.77075 MW
16	0.386291 MW
17	0.310751 MW
18	0.132842 MW
19	0.0375167 MW
20	0.2 MW
21	-0.0292489 MW
22	-0.00715777 MW
23	-0.987083 MW
24	0.0681741 MW
25	-0.0174985 MW
26	-0.212483 MW
27	0.755527 MW
28	2.17677 MW
29	0.145923 MW
30	-0.0342503 MW
31	0.155527 MW
32	-0.10406 MW
33	-0.122239 MW
34	-0.28406 MW
35	-0.42406 MW
36	-0.52406 MW
37	-0.20304 MW
38	-1.31856 MW
39	0.927545 MW
40	-0.10152 MW
41	-0.10152 MW
42	0.727222 MW
43	1.25213 MW
44	1.90391 MW
45	0.322818 MW
46	0.11039 MW
47	0.198918 MW
48	0.152818 MW
49	-0.0871821 MW
50	0.249025 MW
51	-0.312604 MW
52	0.0342502 MW
53	0.10108 MW
54	-0.247498 MW
55	0.290141 MW
56	-1.0441 MW
57	0.0417265 MW
58	0.0198557 MW
59	-0.349856 MW
60	2.04867 MW
61	0.253351 MW
62	0.153857 MW
63	-1.79964 MW
64	-0.0166491 MW
65	0.104879 MW
66	-0.167671 MW
67	-0.265122 MW
68	-0.401396 MW
69	-0.401396 MW
70	-0.138274 MW
71	-0.298274 MW
72	-0.341667 MW
73	-0.486607 MW
74	-0.320166 MW
75	-0.142292 MW
76	-0.0562854 MW
77	-0.603881 MW
78	-0.342292 MW
79	0.542059 MW
80	0.669963 MW
81	0.392446 MW
82	0.389749 MW
83	-1.16794 MW
84	-1.16794 MW
85	-0.506914 MW
86	0.372058 MW
87	0.293587 MW
88	0.206376 MW
89	0.113587 MW
90	-0.116413 MW
91	0.0698908 MW
92	0.162354 MW
93	-0.294248 MW
94	-0.224556 MW
95	-0.335553 MW
96	-0.252058 MW
97	-0.0863764 MW
98	-0.274986 MW
99	-0.288793 MW
100	-0.456881 MW
101	-0.543836 MW
102	1.66406 MW
103	-1.13538 MW
104	-0.101502 MW
105	0.256207 MW
106	0.594717 MW
107	-0.373109 MW
108	-0.242187 MW
109	-1.66406 MW
110	-2.25877 MW
111	0.33646 MW
112	-1.11854 MW
113	0.522187 MW
114	-0.717857 MW
115	-0.40065 MW
116	-1.09792e-05 MW
117	0.993846 MW
118	1.0162 MW
119	0.488434 MW
120	0.10152 MW
121	0.146707 MW
122	-0.0159028 MW
123	0.10152 MW
124	-9.7817e-13 MW
125	-0.533292 MW
126	-0.373408 MW
127	0.37041 MW
128	-0.63959 MW
129	-0.04041 MW
130	0.457797 MW
131	-0.942026 MW
132	-0.435126 MW
133	-0.215208 MW
134	-0.252205 MW
135	-0.642204 MW
136	-0.40065 MW
137	0.115576 MW
138	0.188619 MW
139	0.0923487 MW
140	-0.119582 MW
141	-0.636409 MW
142	-0.118797 MW
143	-0.339255 MW
144	-0.497154 MW
145	-0.449255 MW
146	0.176482 MW
147	-0.582334 MW
148	-0.780556 MW
149	-0.0335176 MW
150	-1.06233 MW
151	0.318241 MW
152	0.600094 MW
153	1.76219 MW
154	0.562874 MW
155	0.138335 MW
156	0.138335 MW
157	0.59116 MW
158	0.535565 MW
159	0.275465 MW
160	0.411208 MW
161	0.47116 MW
162	0.764604 MW
164	-0.0578805 MW
165	0.344603 MW
166	-0.038619 MW
167	-0.247651 MW
168	-0.119582 MW
169	-0.141208 MW
170	0.848115 MW
171	0.427917 MW
172	0.457134 MW
173	-0.361208 MW
174	0.270007 MW
175	0.337148 MW
176	0.346136 MW
177	0.317924 MW
178	0.0981911 MW
179	0.154675 MW
180	0.092207 MW
181	0.125325 MW
182	0.072206 MW
183	-0.00779393 MW
184	-0.301658 MW
185	0.25 MW
186	0.0210841 MW
Finished writing Internal Transmission lines' MW Flows
