
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	3.00076
2	3.00081
3	3.00095
4	3.00177
5	3.00187
6	3.00061
7	3.00072
8	3.0027
9	3.00385
10	3.00506
11	3.00115
12	3.00096
13	3.00093
14	3.00091
15	3.00104
16	3.00098
17	3.00148
18	3.0011
19	3.00102
20	3.00115
21	3.00139
22	3.00181
23	3.00265
24	3.00275
25	3.00371
26	3.00399
27	3.00166
28	3.00138
29	3.00124
30	3.00237
31	3.00126
32	3.00157
33	3.00107
34	3.00134
35	3.00127
36	3.00127
37	3.00144
38	3.00222
39	3.00118
40	3.00119
41	3.00113
42	3.00149
43	3.00128
44	3.00162
45	3.00189
46	3.00235
47	3.00276
48	3.00262
49	3.00279
50	3.00238
51	3.00187
52	3.0017
53	3.00152
54	3.00166
55	3.00161
56	3.00164
57	3.00189
58	3.00173
59	3.00233
60	3.00299
61	3.00315
62	3.00305
63	3.00297
64	3.00331
65	3.00399
66	3.00387
67	3.00334
68	3.00417
69	3.00443
70	3.00317
71	3.00314
72	3.00295
73	3.00314
74	3.00298
75	3.00319
76	3.003
77	3.00394
78	3.00389
79	3.00395
80	3.0044
81	3.00425
82	3.00414
83	3.00435
84	3.00477
85	3.00504
86	3.00483
87	3.0049
88	3.00561
89	3.00635
90	3.00574
91	3.00562
92	3.00544
93	3.00491
94	3.00455
95	3.00431
96	3.00424
97	3.00425
98	3.00425
99	3.00456
100	3.00463
101	3.0048
102	3.00521
103	3.00418
104	3.00375
105	3.00363
106	3.00358
107	3.00335
108	3.00357
109	3.00355
110	3.00355
111	3.00378
112	3.00339
113	3.0015
114	3.00151
115	3.00151
116	3.00417
117	3.00068
118	3.00302
Finished writing Internal Node Voltage Phase Angles
