
The Optimal Objective value (Generation Dispatch cost) is: 104095

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	2.06617e-14 MW
2	2.06617e-14 MW
3	2.06617e-14 MW
4	2.06618e-14 MW
5	3.77073 MW
6	0.712246 MW
7	2.06617e-14 MW
8	2.06617e-14 MW
9	2.06617e-14 MW
10	2.06618e-14 MW
11	1.84346 MW
12	2.63112 MW
13	2.06617e-14 MW
14	0.0586556 MW
15	2.06617e-14 MW
16	2.06617e-14 MW
17	2.06617e-14 MW
18	2.06617e-14 MW
19	2.06618e-14 MW
20	0.159208 MW
21	1.70939 MW
22	0.40221 MW
23	2.06618e-14 MW
24	2.06618e-14 MW
25	1.2988 MW
26	1.3407 MW
27	2.06618e-14 MW
28	3.27634 MW
29	3.28471 MW
30	4.32711 MW
31	2.06618e-14 MW
32	2.06618e-14 MW
33	2.06618e-14 MW
34	2.06618e-14 MW
35	2.06618e-14 MW
36	2.06618e-14 MW
37	3.99695 MW
38	2.06618e-14 MW
39	0.0335174 MW
40	5.08627 MW
41	2.06618e-14 MW
42	2.06618e-14 MW
43	2.06618e-14 MW
44	2.06618e-14 MW
45	2.1116 MW
46	0.335174 MW
47	2.06618e-14 MW
48	2.06618e-14 MW
49	2.06618e-14 MW
50	2.06618e-14 MW
51	0.301657 MW
52	2.06618e-14 MW
53	2.06617e-14 MW
54	2.06618e-14 MW
Finished writing Power Generation
