
The Optimal Objective value (Generation Dispatch cost) is: 104099

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	2.73996e-14 MW
2	2.73996e-14 MW
3	2.73996e-14 MW
4	2.73996e-14 MW
5	3.77086 MW
6	0.712269 MW
7	2.73996e-14 MW
8	2.73996e-14 MW
9	2.73996e-14 MW
10	2.73996e-14 MW
11	1.84352 MW
12	2.63121 MW
13	2.73996e-14 MW
14	0.0586575 MW
15	2.73996e-14 MW
16	2.73996e-14 MW
17	2.73996e-14 MW
18	2.73996e-14 MW
19	2.73996e-14 MW
20	0.159213 MW
21	1.70944 MW
22	0.402223 MW
23	2.73996e-14 MW
24	2.73996e-14 MW
25	1.29884 MW
26	1.34074 MW
27	2.73996e-14 MW
28	3.27644 MW
29	3.28482 MW
30	4.32725 MW
31	2.73996e-14 MW
32	2.73996e-14 MW
33	2.73996e-14 MW
34	2.73996e-14 MW
35	2.73996e-14 MW
36	2.73996e-14 MW
37	3.99708 MW
38	2.73996e-14 MW
39	0.0335185 MW
40	5.08643 MW
41	2.73996e-14 MW
42	2.73996e-14 MW
43	2.73996e-14 MW
44	2.73996e-14 MW
45	2.11167 MW
46	0.335185 MW
47	2.73996e-14 MW
48	2.73996e-14 MW
49	2.73996e-14 MW
50	2.73996e-14 MW
51	0.301666 MW
52	2.73996e-14 MW
53	2.73996e-14 MW
54	2.73996e-14 MW
Finished writing Power Generation
