
The Optimal Objective value (Generation Dispatch cost) is: 104334

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	5.79746e-14 MW
2	5.79746e-14 MW
3	5.79746e-14 MW
4	5.79746e-14 MW
5	3.8016 MW
6	0.718066 MW
7	5.79746e-14 MW
8	5.79746e-14 MW
9	5.79746e-14 MW
10	5.79746e-14 MW
11	1.85854 MW
12	2.65265 MW
13	5.79746e-14 MW
14	0.0591347 MW
15	5.79746e-14 MW
16	5.79746e-14 MW
17	5.79746e-14 MW
18	5.79746e-14 MW
19	5.79746e-14 MW
20	0.160508 MW
21	1.72337 MW
22	0.405496 MW
23	5.79746e-14 MW
24	5.79746e-14 MW
25	1.30942 MW
26	1.35166 MW
27	5.79746e-14 MW
28	3.30315 MW
29	3.31159 MW
30	4.36255 MW
31	5.79746e-14 MW
32	5.79746e-14 MW
33	5.79746e-14 MW
34	5.79746e-14 MW
35	5.79746e-14 MW
36	5.79746e-14 MW
37	4.02968 MW
38	5.79746e-14 MW
39	0.0337912 MW
40	5.12794 MW
41	5.79746e-14 MW
42	5.79746e-14 MW
43	5.79746e-14 MW
44	5.79746e-14 MW
45	2.12887 MW
46	0.337913 MW
47	5.79746e-14 MW
48	5.79746e-14 MW
49	5.79746e-14 MW
50	5.79746e-14 MW
51	0 MW
52	5.79746e-14 MW
53	5.79746e-14 MW
54	5.79746e-14 MW
Finished writing Power Generation
