
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.184845 MW
2	-0.325154 MW
3	-0.384845 MW
4	-0.537742 MW
5	-0.177412 MW
6	-0.641907 MW
7	0.341871 MW
8	0.594173 MW
9	2.19385 MW
10	0.419987 MW
11	0.0741758 MW
12	-0.115824 MW
14	-2.19385 MW
15	0 MW
16	0.0534198 MW
17	0.00843808 MW
18	-0.203854 MW
19	-0.297067 MW
20	0.2 MW
21	-0.331562 MW
22	-0.343854 MW
23	-0.957398 MW
24	-0.254081 MW
25	-0.36394 MW
26	-0.547067 MW
27	0.615307 MW
28	1.94676 MW
29	-0.0573356 MW
30	-0.225688 MW
31	0.015304 MW
32	-0.2459 MW
33	-0.442878 MW
34	-0.425901 MW
35	-0.5659 MW
36	-0.6659 MW
37	-0.872448 MW
38	-1.08864 MW
39	1.22519 MW
40	-0.436224 MW
41	-0.436225 MW
42	0.376539 MW
43	1.34242 MW
44	2.55597 MW
45	0.388864 MW
46	0.126374 MW
47	0.207184 MW
48	0.218865 MW
49	-0.021134 MW
50	-1.58464 MW
51	-0.443107 MW
52	0.225687 MW
53	0.0927778 MW
54	-0.593941 MW
55	0.28556 MW
56	-1.0864 MW
57	-0.232023 MW
58	0.0244388 MW
59	-0.354445 MW
60	1.95544 MW
61	0.00897889 MW
62	-0.0883335 MW
63	-3.54008 MW
64	-0.261021 MW
65	-0.137938 MW
66	-0.411417 MW
67	-0.507939 MW
68	-0.644678 MW
69	-0.644678 MW
70	-0.412023 MW
71	-0.572024 MW
72	-0.473423 MW
73	-0.628601 MW
74	-0.398037 MW
75	-0.177968 MW
76	-0.0347653 MW
77	-0.703273 MW
78	-0.37797 MW
79	0.512447 MW
80	0.633796 MW
81	0.361205 MW
82	0.358723 MW
83	-1.28274 MW
84	-1.28274 MW
85	-0.596286 MW
86	0.342446 MW
87	0.281755 MW
88	0.182041 MW
89	0.101755 MW
90	-0.128245 MW
91	0.0658413 MW
92	0.159555 MW
93	-0.315476 MW
94	-0.207366 MW
95	-0.356782 MW
96	-0.222446 MW
97	-0.0620419 MW
98	-0.294272 MW
99	-0.309047 MW
100	-0.455046 MW
101	-0.54267 MW
102	1.6004 MW
103	-1.14213 MW
104	-0.0929189 MW
105	0.271437 MW
106	0.46205 MW
107	-0.361188 MW
108	-0.230293 MW
109	-1.6004 MW
110	-2.06247 MW
111	0.165852 MW
112	-2.11665 MW
113	0.510293 MW
114	-0.954317 MW
115	-1.16228 MW
116	1.07447e-05 MW
117	1.2837 MW
118	1.0763 MW
119	0.209383 MW
120	0.436225 MW
121	-0.0237865 MW
122	-0.22497 MW
123	0.436224 MW
124	-1.95634e-11 MW
125	-0.703787 MW
126	-0.551081 MW
127	0.228627 MW
128	-0.781374 MW
129	0.101374 MW
130	0.395938 MW
131	-1.07877 MW
132	-0.498288 MW
133	-0.551929 MW
134	-0.314074 MW
135	-0.704069 MW
136	-1.16228 MW
137	-0.0483647 MW
138	0.0245883 MW
139	-0.0263326 MW
140	-0.238139 MW
141	-0.826965 MW
142	-0.264964 MW
143	-0.421214 MW
144	-0.60575 MW
145	-0.531214 MW
146	0.172649 MW
147	-0.67564 MW
148	-0.87397 MW
149	-0.037351 MW
150	-1.15564 MW
151	0.334987 MW
152	0.63167 MW
153	2.02624 MW
154	0.647217 MW
155	0.186658 MW
156	0.186658 MW
157	0.742291 MW
158	0.686697 MW
159	0.322621 MW
160	0.458508 MW
161	0.622293 MW
162	0.706053 MW
163	0.53268 MW
164	-0.229742 MW
165	0.286055 MW
166	0.125412 MW
167	-0.366332 MW
168	-0.238139 MW
169	-0.188508 MW
170	0.796167 MW
171	0.416575 MW
172	0.447575 MW
173	-0.408508 MW
174	0.272617 MW
175	0.337662 MW
176	0.329407 MW
177	0.309193 MW
178	0.106507 MW
179	0.155918 MW
180	0.0744311 MW
181	0.124082 MW
182	0.0544285 MW
183	-0.025571 MW
184	-0.336163 MW
185	0.25 MW
186	0.0127972 MW
Finished writing Internal Transmission lines' MW Flows
