
The Optimal Objective value (Generation Dispatch cost) is: 104096

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	2.25753e-12 MW
2	2.25753e-12 MW
3	2.25753e-12 MW
4	2.25753e-12 MW
5	3.77075 MW
6	0.712249 MW
7	2.25753e-12 MW
8	2.25753e-12 MW
9	2.25753e-12 MW
10	2.25753e-12 MW
11	1.84347 MW
12	2.63113 MW
13	2.25753e-12 MW
14	0.0586558 MW
15	2.25753e-12 MW
16	2.25753e-12 MW
17	2.25753e-12 MW
18	2.25753e-12 MW
19	2.25753e-12 MW
20	0.159209 MW
21	1.7094 MW
22	0.402212 MW
23	2.25753e-12 MW
24	2.25753e-12 MW
25	1.29881 MW
26	1.3407 MW
27	2.25753e-12 MW
28	3.27635 MW
29	3.28472 MW
30	4.32713 MW
31	2.25753e-12 MW
32	2.25753e-12 MW
33	2.25753e-12 MW
34	2.25753e-12 MW
35	2.25753e-12 MW
36	2.25753e-12 MW
37	3.99697 MW
38	2.25753e-12 MW
39	0.0335176 MW
40	5.08629 MW
41	2.25753e-12 MW
42	2.25753e-12 MW
43	2.25753e-12 MW
44	2.25753e-12 MW
45	2.11161 MW
46	0.335176 MW
47	2.25753e-12 MW
48	2.25753e-12 MW
49	2.25753e-12 MW
50	2.25753e-12 MW
51	0.301658 MW
52	2.25753e-12 MW
53	2.25753e-12 MW
54	2.25753e-12 MW
Finished writing Power Generation
