
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	2.9851
2	2.98522
3	2.98527
4	2.98593
5	2.98601
6	2.98554
7	2.98547
8	2.98687
9	2.98802
10	2.98924
11	2.98549
12	2.98542
13	2.98527
14	2.98533
15	2.98534
16	2.98539
17	2.98578
18	2.98539
19	2.98531
20	2.98541
21	2.98564
22	2.98603
23	2.98684
24	2.98695
25	2.9879
26	2.9882
27	2.9858
28	2.98548
29	2.9853
30	2.98661
31	2.98531
32	2.98572
33	2.98536
34	2.9856
35	2.98553
36	2.98553
37	2.9857
38	2.98647
39	2.98543
40	2.98544
41	2.98539
42	2.98574
43	2.98553
44	2.98586
45	2.98613
46	2.98659
47	2.987
48	2.98686
49	2.98703
50	2.98663
51	2.98612
52	2.98594
53	2.98576
54	2.9859
55	2.98585
56	2.98588
57	2.98613
58	2.98597
59	2.98657
60	2.98724
61	2.98739
62	2.98729
63	2.98722
64	2.98755
65	2.98823
66	2.98811
67	2.98758
68	2.98841
69	2.98867
70	2.9874
71	2.98736
72	2.98716
73	2.98736
74	2.98721
75	2.98743
76	2.98723
77	2.98818
78	2.98812
79	2.98818
80	2.98863
81	2.98849
82	2.98838
83	2.98859
84	2.98901
85	2.98928
86	2.98906
87	2.98913
88	2.98985
89	2.99058
90	2.98998
91	2.98986
92	2.98968
93	2.98915
94	2.98879
95	2.98855
96	2.98848
97	2.98849
98	2.98849
99	2.9888
100	2.98886
101	2.98904
102	2.98945
103	2.98842
104	2.98799
105	2.98787
106	2.98782
107	2.98759
108	2.98781
109	2.98779
110	2.98779
111	2.98802
112	2.98763
113	2.98577
114	2.98565
115	2.98565
116	2.98841
117	2.98514
118	2.98725
Finished writing Internal Node Voltage Phase Angles
