
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	2.99105
2	2.99117
3	2.99122
4	2.99189
5	2.99196
6	2.99149
7	2.99142
8	2.99283
9	2.99398
10	2.99519
11	2.99145
12	2.99137
13	2.99122
14	2.99128
15	2.99129
16	2.99134
17	2.99172
18	2.99134
19	2.99126
20	2.99139
21	2.99163
22	2.99204
23	2.99288
24	2.99299
25	2.99393
26	2.99421
27	2.99189
28	2.99161
29	2.99147
30	2.99257
31	2.9915
32	2.99181
33	2.9913
34	2.99154
35	2.99147
36	2.99147
37	2.99165
38	2.99243
39	2.99139
40	2.99141
41	2.99136
42	2.99173
43	2.99134
44	2.99148
45	2.99168
46	2.99297
47	2.99313
48	2.99297
49	2.99307
50	2.99266
51	2.99215
52	2.99197
53	2.99179
54	2.99193
55	2.99188
56	2.99191
57	2.99216
58	2.992
59	2.9926
60	2.99326
61	2.99341
62	2.99332
63	2.99324
64	2.99357
65	2.99425
66	2.99413
67	2.9936
68	2.99443
69	2.99471
70	2.99344
71	2.9934
72	2.9932
73	2.9934
74	2.99325
75	2.99346
76	2.99326
77	2.99421
78	2.99415
79	2.99421
80	2.99466
81	2.99452
82	2.99441
83	2.99462
84	2.99504
85	2.99531
86	2.99509
87	2.99516
88	2.99588
89	2.99661
90	2.99601
91	2.99589
92	2.99571
93	2.99518
94	2.99482
95	2.99458
96	2.99451
97	2.99452
98	2.99452
99	2.99483
100	2.99489
101	2.99507
102	2.99548
103	2.99445
104	2.99402
105	2.9939
106	2.99385
107	2.99362
108	2.99384
109	2.99382
110	2.99382
111	2.99405
112	2.99366
113	2.99173
114	2.99175
115	2.99174
116	2.99443
117	2.99109
118	2.99329
Finished writing Internal Node Voltage Phase Angles
