
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.119012 MW
2	-0.390988 MW
3	-0.319012 MW
4	-0.687473 MW
5	-0.0935154 MW
6	-0.941472 MW
7	0.641461 MW
8	0.866182 MW
9	3.2524 MW
10	0.757265 MW
11	0.346182 MW
12	0.156182 MW
13	-3.77075 MW
14	0.518346 MW
15	-3.77075 MW
16	0.389753 MW
17	0.308966 MW
18	0.14 MW
19	0.0356597 MW
20	0.2 MW
21	-0.0310338 MW
23	-0.983759 MW
24	0.069637 MW
25	-0.0169123 MW
26	-0.21434 MW
27	0.754649 MW
28	2.1745 MW
29	0.145965 MW
30	-0.0342167 MW
31	0.154649 MW
32	-0.10386 MW
33	-0.121853 MW
34	-0.28386 MW
35	-0.42386 MW
36	-0.52386 MW
37	-0.203218 MW
38	-1.31822 MW
39	0.92758 MW
40	-0.101609 MW
41	-0.101609 MW
42	0.726766 MW
43	1.25201 MW
44	1.90437 MW
45	0.322791 MW
46	0.110333 MW
47	0.198887 MW
48	0.152791 MW
49	-0.0872095 MW
50	0.248214 MW
51	-0.312589 MW
52	0.0342154 MW
53	0.101108 MW
54	-0.246912 MW
55	0.290172 MW
56	-1.04378 MW
57	0.0417602 MW
58	0.0198236 MW
59	-0.349818 MW
60	2.04778 MW
61	0.25338 MW
62	0.153886 MW
63	-1.79957 MW
64	-0.01662 MW
65	0.104907 MW
66	-0.167642 MW
67	-0.265093 MW
68	-0.401367 MW
69	-0.401367 MW
70	-0.13824 MW
71	-0.29824 MW
72	-0.341663 MW
73	-0.486577 MW
74	-0.320183 MW
75	-0.142271 MW
76	-0.0561697 MW
77	-0.604014 MW
78	-0.342271 MW
79	0.542081 MW
80	0.669991 MW
81	0.392469 MW
82	0.389772 MW
83	-1.16781 MW
84	-1.16781 MW
85	-0.507051 MW
86	0.372081 MW
87	0.293595 MW
88	0.206395 MW
89	0.113595 MW
90	-0.116405 MW
91	0.0698974 MW
92	0.162373 MW
93	-0.29422 MW
94	-0.224575 MW
95	-0.335526 MW
96	-0.25208 MW
97	-0.086395 MW
98	-0.274961 MW
99	-0.288767 MW
100	-0.456865 MW
101	-0.543818 MW
102	1.66399 MW
103	-1.13536 MW
104	-0.101509 MW
105	0.256187 MW
106	0.594659 MW
107	-0.373122 MW
108	-0.242199 MW
109	-1.66399 MW
110	-2.25865 MW
111	0.336217 MW
112	-1.11807 MW
113	0.522199 MW
114	-0.719828 MW
115	-0.398216 MW
116	-8.75912e-06 MW
117	0.993627 MW
118	1.01572 MW
119	0.486893 MW
120	0.101609 MW
121	0.14653 MW
122	-0.0161208 MW
123	0.101609 MW
124	-9.7817e-13 MW
125	-0.53347 MW
126	-0.373894 MW
127	0.370023 MW
128	-0.639978 MW
129	-0.0400217 MW
130	0.461231 MW
131	-0.934444 MW
132	-0.431624 MW
133	-0.232149 MW
134	-0.248774 MW
135	-0.638774 MW
136	-0.398216 MW
137	0.0847031 MW
138	0.157729 MW
139	0.131722 MW
140	-0.0802501 MW
141	-0.581538 MW
142	-0.190609 MW
143	-0.315655 MW
144	-0.465884 MW
145	-0.425655 MW
146	0.176482 MW
147	-0.554915 MW
148	-0.753106 MW
149	-0.0335176 MW
150	-1.03492 MW
151	0.320557 MW
152	0.604461 MW
153	1.79871 MW
154	0.574539 MW
155	0.145018 MW
156	0.145019 MW
157	0.618999 MW
158	0.563404 MW
159	0.275061 MW
160	0.410802 MW
161	0.498999 MW
162	0.546084 MW
163	0.352093 MW
164	-0.135775 MW
165	0.126085 MW
166	-0.00772912 MW
167	-0.208278 MW
168	-0.0802502 MW
169	-0.140802 MW
170	0.848116 MW
171	0.427917 MW
172	0.457134 MW
173	-0.360802 MW
174	0.270007 MW
175	0.337148 MW
176	0.346136 MW
177	0.317924 MW
178	0.0981911 MW
179	0.154675 MW
180	0.0922066 MW
181	0.125325 MW
182	0.0722063 MW
183	-0.00779318 MW
184	-0.301658 MW
185	0.25 MW
186	0.021107 MW
Finished writing Internal Transmission lines' MW Flows
