
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	2.9801
2	2.98022
3	2.98027
4	2.98093
5	2.98101
6	2.98054
7	2.98047
8	2.98188
9	2.98303
10	2.98424
11	2.98049
12	2.98042
13	2.98027
14	2.98032
15	2.98034
16	2.98039
17	2.98077
18	2.98039
19	2.98031
20	2.98043
21	2.98067
22	2.98109
23	2.98192
24	2.98202
25	2.98297
26	2.98325
27	2.98093
28	2.98066
29	2.98051
30	2.98161
31	2.98054
32	2.98085
33	2.98036
34	2.98061
35	2.98054
36	2.98054
37	2.98071
38	2.98148
39	2.98044
40	2.98045
41	2.9804
42	2.98076
43	2.98054
44	2.98088
45	2.98115
46	2.98162
47	2.98202
48	2.98188
49	2.98206
50	2.98165
51	2.98114
52	2.98097
53	2.98078
54	2.98093
55	2.98086
56	2.98091
57	2.98115
58	2.98099
59	2.9816
60	2.98226
61	2.98241
62	2.98232
63	2.98224
64	2.98257
65	2.98325
66	2.98313
67	2.9826
68	2.98343
69	2.9837
70	2.98244
71	2.9824
72	2.98222
73	2.9824
74	2.98224
75	2.98246
76	2.98226
77	2.98321
78	2.98315
79	2.98321
80	2.98366
81	2.98351
82	2.98341
83	2.98362
84	2.98404
85	2.98431
86	2.98409
87	2.98416
88	2.98487
89	2.98561
90	2.98501
91	2.98489
92	2.9847
93	2.98418
94	2.98381
95	2.98358
96	2.98351
97	2.98351
98	2.98352
99	2.98383
100	2.98389
101	2.98407
102	2.98447
103	2.98345
104	2.98302
105	2.9829
106	2.98284
107	2.98261
108	2.98283
109	2.98281
110	2.98282
111	2.98305
112	2.98266
113	2.98078
114	2.98079
115	2.98079
116	2.98343
117	2.98014
118	2.98228
Finished writing Internal Node Voltage Phase Angles
