
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.119279 MW
2	-0.390721 MW
3	-0.319279 MW
4	-0.686866 MW
5	-0.0938558 MW
6	-0.940764 MW
7	0.640767 MW
8	0.865078 MW
9	3.24918 MW
10	0.756482 MW
11	0.345079 MW
12	0.155079 MW
13	-3.77075 MW
14	0.52157 MW
15	-3.77075 MW
16	0.386353 MW
17	0.310897 MW
18	0.133012 MW
19	0.037534 MW
20	0.2 MW
21	-0.0291031 MW
22	-0.00698814 MW
23	-0.98801 MW
24	0.0684478 MW
25	-0.0165285 MW
26	-0.212466 MW
27	0.756041 MW
28	2.17772 MW
29	0.145685 MW
30	-0.034478 MW
31	0.156041 MW
32	-0.104383 MW
33	-0.121128 MW
34	-0.284383 MW
35	-0.424383 MW
36	-0.524383 MW
37	-0.204085 MW
38	-1.31822 MW
39	0.927921 MW
40	-0.102043 MW
41	-0.102043 MW
42	0.726969 MW
43	1.25222 MW
44	1.90416 MW
45	0.322895 MW
46	0.110399 MW
47	0.198924 MW
48	0.152895 MW
49	-0.087105 MW
50	0.248011 MW
51	-0.312764 MW
52	0.0344776 MW
53	0.101077 MW
54	-0.246528 MW
55	0.289836 MW
56	-1.04695 MW
57	0.0459894 MW
58	0.0201644 MW
59	-0.350166 MW
60	2.05909 MW
61	0.25749 MW
62	0.157958 MW
63	-1.81108 MW
64	-0.0125104 MW
65	0.108991 MW
66	-0.163543 MW
67	-0.261009 MW
68	-0.397276 MW
69	-0.397276 MW
70	-0.134011 MW
71	-0.294011 MW
72	-0.34064 MW
73	-0.483371 MW
74	-0.321072 MW
75	-0.14036 MW
76	-0.047042 MW
77	-0.614029 MW
78	-0.34036 MW
79	0.561076 MW
80	0.695663 MW
81	0.419021 MW
82	0.416142 MW
83	-1.20022 MW
84	-1.20022 MW
85	-0.517399 MW
86	0.391076 MW
87	0.305668 MW
88	0.219996 MW
89	0.125667 MW
90	-0.104332 MW
91	0.0359186 MW
92	-0.0328823 MW
94	-0.188972 MW
95	-0.405112 MW
96	-0.271077 MW
97	-0.0999958 MW
98	-0.336931 MW
99	-0.353848 MW
100	-0.436652 MW
101	-0.523594 MW
102	1.60684 MW
103	-1.12775 MW
104	-0.0889061 MW
105	0.27226 MW
106	0.582896 MW
107	-0.358767 MW
108	-0.227878 MW
109	-1.60684 MW
110	-2.18973 MW
111	0.372358 MW
112	-1.09683 MW
113	0.507878 MW
114	-0.702992 MW
115	-0.393838 MW
116	7.1985e-06 MW
117	0.99353 MW
118	1.015 MW
119	0.484176 MW
120	0.102043 MW
121	0.146096 MW
122	-0.0166524 MW
123	0.102043 MW
124	-9.7817e-13 MW
125	-0.533904 MW
126	-0.37483 MW
127	0.369276 MW
128	-0.640725 MW
129	-0.0392755 MW
130	0.460309 MW
131	-0.936466 MW
132	-0.432558 MW
133	-0.232663 MW
134	-0.249688 MW
135	-0.639689 MW
136	-0.393838 MW
137	0.0848786 MW
138	0.157905 MW
139	0.131801 MW
140	-0.0801705 MW
141	-0.581633 MW
142	-0.191029 MW
143	-0.315695 MW
144	-0.465938 MW
145	-0.425695 MW
146	0.176482 MW
147	-0.554962 MW
148	-0.753153 MW
149	-0.0335176 MW
150	-1.03496 MW
151	0.320553 MW
152	0.604454 MW
153	1.79864 MW
154	0.57452 MW
155	0.145007 MW
156	0.145007 MW
157	0.618981 MW
158	0.563386 MW
159	0.275031 MW
160	0.410773 MW
161	0.498981 MW
162	0.546116 MW
163	0.352129 MW
164	-0.135877 MW
165	0.126116 MW
166	-0.00790511 MW
167	-0.208198 MW
168	-0.0801701 MW
169	-0.140772 MW
170	0.848115 MW
171	0.427917 MW
172	0.457134 MW
173	-0.360772 MW
174	0.270007 MW
175	0.337149 MW
176	0.346135 MW
177	0.317924 MW
178	0.098191 MW
179	0.154675 MW
180	0.0922057 MW
181	0.125325 MW
182	0.0722059 MW
183	-0.00779393 MW
184	-0.301658 MW
185	0.25 MW
186	0.0210773 MW
Finished writing Internal Transmission lines' MW Flows
