
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	3.01921
2	3.01933
3	3.01938
4	3.02005
5	3.02012
6	3.01965
7	3.01958
8	3.02099
9	3.02214
10	3.02335
11	3.01961
12	3.01953
13	3.01938
14	3.01944
15	3.01945
16	3.0195
17	3.01988
18	3.0195
19	3.01942
20	3.01954
21	3.01979
22	3.0202
23	3.02103
24	3.02113
25	3.02209
26	3.02236
27	3.02004
28	3.01977
29	3.01962
30	3.02073
31	3.01965
32	3.01996
33	3.01947
34	3.01972
35	3.01965
36	3.01965
37	3.01982
38	3.02059
39	3.01955
40	3.01956
41	3.01951
42	3.01987
43	3.01965
44	3.01999
45	3.02026
46	3.02073
47	3.02113
48	3.02099
49	3.02117
50	3.02076
51	3.02025
52	3.02008
53	3.01989
54	3.02003
55	3.01998
56	3.02002
57	3.02026
58	3.0201
59	3.02071
60	3.02137
61	3.02152
62	3.02143
63	3.02135
64	3.02168
65	3.02237
66	3.02224
67	3.02171
68	3.02254
69	3.02281
70	3.02155
71	3.02151
72	3.02133
73	3.02151
74	3.02135
75	3.02157
76	3.02137
77	3.02232
78	3.02226
79	3.02232
80	3.02277
81	3.02262
82	3.02252
83	3.02274
84	3.02317
85	3.02344
86	3.02322
87	3.02329
88	3.02402
89	3.02476
90	3.02425
91	3.02425
92	3.0238
93	3.02328
94	3.02292
95	3.02268
96	3.02262
97	3.02262
98	3.02263
99	3.02293
100	3.023
101	3.02317
102	3.02357
103	3.02255
104	3.02212
105	3.022
106	3.02195
107	3.02172
108	3.02194
109	3.02192
110	3.02192
111	3.02215
112	3.02176
113	3.01989
114	3.0199
115	3.0199
116	3.02254
117	3.01925
118	3.02139
Finished writing Internal Node Voltage Phase Angles
