
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.119147 MW
2	-0.390882 MW
3	-0.319147 MW
4	-0.687212 MW
5	-0.0936802 MW
6	-0.941683 MW
7	0.641503 MW
8	0.865725 MW
9	3.25297 MW
10	0.757332 MW
11	0.345636 MW
12	0.155636 MW
13	-3.77108 MW
14	0.518023 MW
15	-3.77108 MW
16	0.386733 MW
17	0.311995 MW
18	0.134297 MW
19	0.037527 MW
20	0.2 MW
21	-0.0280045 MW
22	-0.00570346 MW
23	-0.995863 MW
24	0.0707278 MW
25	-0.00855832 MW
26	-0.212473 MW
27	0.760377 MW
28	2.18658 MW
29	0.143942 MW
30	-0.0361542 MW
31	0.160383 MW
32	-0.106942 MW
33	-0.111956 MW
34	-0.28694 MW
35	-0.426923 MW
36	-0.526913 MW
37	-0.21187 MW
38	-1.31594 MW
39	0.9309 MW
40	-0.105936 MW
41	-0.105935 MW
42	0.725479 MW
43	1.25317 MW
44	1.9059 MW
45	0.323484 MW
46	0.110491 MW
47	0.199214 MW
48	0.153479 MW
49	-0.0865632 MW
50	0.237413 MW
51	-0.313945 MW
52	0.0361437 MW
53	0.101306 MW
54	-0.238559 MW
55	0.287511 MW
56	-1.07166 MW
57	0.0823748 MW
58	0.0227555 MW
59	-0.353055 MW
60	2.14928 MW
61	0.292815 MW
62	0.192965 MW
63	-1.91189 MW
64	0.0228044 MW
65	0.14409 MW
66	-0.128316 MW
67	-0.225918 MW
68	-0.362119 MW
69	-0.362119 MW
70	-0.0976306 MW
71	-0.257629 MW
72	-0.331826 MW
73	-0.455796 MW
74	-0.328666 MW
75	-0.123934 MW
76	0.0313317 MW
77	-0.699985 MW
78	-0.323939 MW
79	0.486538 MW
80	0.602767 MW
81	0.335513 MW
82	0.333207 MW
83	-1.78488 MW
85	-0.606217 MW
86	0.316526 MW
87	0.272535 MW
88	0.160235 MW
89	0.0925343 MW
90	-0.137461 MW
91	0.0530211 MW
92	0.107113 MW
93	-0.356876 MW
94	-0.180508 MW
95	-0.396572 MW
96	-0.196521 MW
97	-0.0402295 MW
98	-0.330098 MW
99	-0.346672 MW
100	-0.512655 MW
101	-0.597869 MW
102	1.79077 MW
103	-1.1367 MW
104	-0.155898 MW
105	0.175519 MW
106	0.56935 MW
107	-0.440741 MW
108	-0.309663 MW
109	-1.79077 MW
110	-2.36009 MW
111	-0.0796932 MW
112	-0.915758 MW
113	0.589664 MW
114	-0.558917 MW
115	-0.356859 MW
116	-2.08634e-05 MW
117	0.992819 MW
118	1.00887 MW
119	0.460715 MW
120	0.105943 MW
121	0.142288 MW
122	-0.0213192 MW
123	0.105937 MW
124	0 MW
125	-0.537702 MW
126	-0.38294 MW
127	0.362818 MW
128	-0.647199 MW
129	-0.0327977 MW
130	0.452481 MW
131	-0.953911 MW
132	-0.440616 MW
133	-0.237318 MW
134	-0.257601 MW
135	-0.647585 MW
136	-0.356859 MW
137	0.0862939 MW
138	0.159313 MW
139	0.132371 MW
140	-0.0795923 MW
141	-0.582589 MW
142	-0.194641 MW
143	-0.316105 MW
144	-0.466483 MW
145	-0.42611 MW
146	0.176482 MW
147	-0.555431 MW
148	-0.753629 MW
149	-0.0335197 MW
150	-1.03545 MW
151	0.320531 MW
152	0.604412 MW
153	1.79827 MW
154	0.574399 MW
155	0.144938 MW
156	0.144935 MW
157	0.618913 MW
158	0.563322 MW
159	0.274807 MW
160	0.410556 MW
161	0.498921 MW
162	0.546488 MW
163	0.352542 MW
164	-0.136842 MW
165	0.126478 MW
166	-0.00932949 MW
167	-0.207617 MW
168	-0.079597 MW
169	-0.140546 MW
170	0.848067 MW
171	0.427908 MW
172	0.457121 MW
173	-0.360546 MW
174	0.27001 MW
175	0.337141 MW
176	0.346122 MW
177	0.317877 MW
178	0.0982031 MW
179	0.154679 MW
180	0.0921991 MW
181	0.125326 MW
182	0.0722021 MW
183	-0.00780116 MW
184	-0.301682 MW
185	0.250001 MW
186	0.0211251 MW
Finished writing Internal Transmission lines' MW Flows
