
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	3.00864
2	3.00877
3	3.0088
4	3.00946
5	3.00953
6	3.00908
7	3.00901
8	3.01038
9	3.01153
10	3.01275
11	3.00903
12	3.00897
13	3.00878
14	3.0085
15	3.00877
16	3.00891
17	3.00923
18	3.00884
19	3.00875
20	3.00888
21	3.00912
22	3.00954
23	3.01038
24	3.01048
25	3.01144
26	3.01172
27	3.00939
28	3.00912
29	3.00897
30	3.01009
31	3.009
32	3.00931
33	3.0088
34	3.00907
35	3.009
36	3.00899
37	3.00917
38	3.00994
39	3.0089
40	3.00891
41	3.00886
42	3.00922
43	3.009
44	3.00934
45	3.00961
46	3.01008
47	3.01048
48	3.01034
49	3.01052
50	3.01011
51	3.0096
52	3.00943
53	3.00924
54	3.00938
55	3.00933
56	3.00937
57	3.00961
58	3.00945
59	3.01006
60	3.01072
61	3.01087
62	3.01078
63	3.0107
64	3.01103
65	3.01172
66	3.01159
67	3.01106
68	3.01189
69	3.01216
70	3.0109
71	3.01086
72	3.01068
73	3.01086
74	3.01071
75	3.01092
76	3.01072
77	3.01167
78	3.01161
79	3.01167
80	3.01212
81	3.01198
82	3.01187
83	3.01208
84	3.0125
85	3.01277
86	3.01255
87	3.01262
88	3.01334
89	3.01407
90	3.01347
91	3.01335
92	3.01316
93	3.01264
94	3.01227
95	3.01204
96	3.01197
97	3.01198
98	3.01198
99	3.01229
100	3.01235
101	3.01253
102	3.01293
103	3.01191
104	3.01148
105	3.01136
106	3.01131
107	3.01108
108	3.0113
109	3.01127
110	3.01128
111	3.01151
112	3.01112
113	3.00924
114	3.00925
115	3.00925
116	3.01189
117	3.00869
118	3.01074
Finished writing Internal Node Voltage Phase Angles
