
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.104195 MW
2	-0.405688 MW
3	-0.304195 MW
4	-0.720289 MW
5	-0.074665 MW
6	-1.01472 MW
7	0.714576 MW
8	0.926486 MW
9	3.50057 MW
10	0.839594 MW
11	0.40647 MW
12	0.21647 MW
13	-3.77 MW
14	0.269432 MW
15	-3.77 MW
16	0.437983 MW
17	0.416099 MW
18	0.254915 MW
19	0.0623833 MW
20	0.2 MW
21	0.076099 MW
22	0.114915 MW
23	-1.57936 MW
24	0.259299 MW
25	0.611181 MW
26	-0.187617 MW
27	1.09037 MW
28	3.01916 MW
29	0.114434 MW
30	-0.062318 MW
31	0.490276 MW
32	-0.194896 MW
33	0.494538 MW
34	-0.374892 MW
35	-0.51516 MW
36	-0.61481 MW
37	-0.212573 MW
38	-1.41075 MW
39	0.941586 MW
40	-0.105634 MW
41	-0.105647 MW
42	0.864711 MW
43	1.2979 MW
44	1.76594 MW
45	0.337871 MW
46	0.130699 MW
47	0.209355 MW
48	0.167735 MW
49	-0.0723336 MW
50	-0.983741 MW
51	-0.329375 MW
52	0.0624706 MW
53	0.0904398 MW
54	0.381152 MW
55	0.377856 MW
56	-0.235394 MW
57	-0.237937 MW
58	-0.0680072 MW
59	-0.262232 MW
61	-0.00956152 MW
62	-0.106705 MW
63	-0.983741 MW
64	-0.279554 MW
65	-0.156412 MW
66	-0.429977 MW
67	-0.526433 MW
68	-0.663215 MW
69	-0.663215 MW
70	-0.417928 MW
71	-0.577916 MW
72	-0.471115 MW
73	-0.636647 MW
74	-0.406441 MW
75	-0.185513 MW
76	-0.0466412 MW
77	-0.69986 MW
78	-0.385568 MW
79	0.501462 MW
80	0.620831 MW
81	0.350907 MW
82	0.348495 MW
83	-1.39346 MW
84	-1.39346 MW
85	-0.591068 MW
86	0.331508 MW
87	0.278398 MW
88	0.172809 MW
89	0.0981982 MW
90	-0.131696 MW
91	0.0575618 MW
92	0.121924 MW
93	-0.339722 MW
94	-0.1924 MW
95	-0.379832 MW
96	-0.211641 MW
97	-0.0527714 MW
98	-0.31499 MW
99	-0.330806 MW
100	-0.482713 MW
101	-0.5722 MW
102	1.7815 MW
103	-1.17308 MW
104	-0.0894121 MW
105	0.28778 MW
106	0.692758 MW
107	-0.351207 MW
108	-0.220324 MW
109	-1.7815 MW
110	-2.47425 MW
111	0.744474 MW
112	-0.926703 MW
113	0.500347 MW
114	-0.569583 MW
115	-0.357932 MW
116	0.000311105 MW
117	0.993032 MW
118	1.00959 MW
119	0.463271 MW
120	0.105635 MW
121	0.142669 MW
122	-0.0208839 MW
123	0.10562 MW
124	0 MW
125	-0.53743 MW
126	-0.382091 MW
127	0.363435 MW
128	-0.646521 MW
129	-0.033525 MW
130	0.453299 MW
131	-0.952361 MW
132	-0.4399 MW
133	-0.236301 MW
134	-0.256944 MW
135	-0.646889 MW
136	-0.357932 MW
137	0.0864284 MW
138	0.159462 MW
139	0.13255 MW
140	-0.0794333 MW
141	-0.581907 MW
142	-0.194397 MW
143	-0.315814 MW
144	-0.466129 MW
145	-0.425891 MW
146	0.176505 MW
147	-0.555219 MW
148	-0.753407 MW
149	-0.0335174 MW
150	-1.03521 MW
151	0.32049 MW
152	0.604334 MW
153	1.79758 MW
154	0.574181 MW
155	0.144796 MW
156	0.144819 MW
157	0.618586 MW
158	0.563023 MW
159	0.274671 MW
160	0.410302 MW
161	0.498655 MW
162	0.546268 MW
163	0.352298 MW
164	-0.136719 MW
165	0.126265 MW
166	-0.00944868 MW
167	-0.20743 MW
168	-0.0793506 MW
169	-0.140436 MW
170	0.847956 MW
171	0.427834 MW
172	0.457051 MW
173	-0.360438 MW
174	0.269952 MW
175	0.337049 MW
176	0.346113 MW
177	0.317727 MW
178	0.0982913 MW
179	0.154708 MW
180	0.0922467 MW
181	0.125328 MW
182	0.0723186 MW
183	-0.00771636 MW
184	-0.301613 MW
185	0.24999 MW
186	0.0106307 MW
Finished writing Internal Transmission lines' MW Flows
