
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	1.77496
2	1.77538
3	1.775
4	1.77648
5	1.77657
6	1.776
7	1.77588
8	1.77742
9	1.77857
10	1.77978
11	1.77592
12	1.77576
13	1.7757
14	1.7757
15	1.77579
16	1.77577
17	1.77623
18	1.77585
19	1.77577
20	1.7759
21	1.77614
22	1.77655
23	1.77739
24	1.77749
25	1.77845
26	1.77873
27	1.77641
28	1.77613
29	1.77598
30	1.7771
31	1.77601
32	1.77632
33	1.77582
34	1.77609
35	1.77601
36	1.77601
37	1.77619
38	1.77696
39	1.77592
40	1.77593
41	1.77588
42	1.77624
43	1.77602
44	1.77636
45	1.77663
46	1.77709
47	1.7775
48	1.77736
49	1.77753
50	1.77713
51	1.77662
52	1.77644
53	1.77626
54	1.7764
55	1.77635
56	1.77638
57	1.77663
58	1.77647
59	1.77708
60	1.77774
61	1.77789
62	1.77779
63	1.77772
64	1.77805
65	1.77873
66	1.77861
67	1.77808
68	1.77891
69	1.77918
70	1.77791
71	1.77788
72	1.77769
73	1.77788
74	1.77772
75	1.77794
76	1.77774
77	1.77869
78	1.77863
79	1.77869
80	1.77914
81	1.77899
82	1.77888
83	1.7791
84	1.77951
85	1.77979
86	1.77957
87	1.77964
88	1.78035
89	1.78109
90	1.78049
91	1.78037
92	1.78018
93	1.77966
94	1.77929
95	1.77905
96	1.77898
97	1.77899
98	1.779
99	1.7793
100	1.77937
101	1.77955
102	1.77995
103	1.77892
104	1.7785
105	1.77838
106	1.77832
107	1.77809
108	1.77831
109	1.77829
110	1.7783
111	1.77852
112	1.77814
113	1.77624
114	1.77626
115	1.77626
116	1.77891
117	1.77548
118	1.77776
Finished writing Internal Node Voltage Phase Angles
