
The Optimal Objective value (Generation Dispatch cost) is: 104105

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	2.4314e-18 MW
2	2.4314e-18 MW
3	2.4314e-18 MW
4	2.4314e-18 MW
5	3.771 MW
6	0.712297 MW
7	2.4314e-18 MW
8	2.4314e-18 MW
9	2.4314e-18 MW
10	2.4314e-18 MW
11	1.84359 MW
12	2.63131 MW
13	2.4314e-18 MW
14	0.0586598 MW
15	2.4314e-18 MW
16	2.4314e-18 MW
17	2.4314e-18 MW
18	2.4314e-18 MW
19	2.4314e-18 MW
20	0.159219 MW
21	1.70951 MW
22	0.402239 MW
23	2.4314e-18 MW
24	2.4314e-18 MW
25	1.29889 MW
26	1.34079 MW
27	2.4314e-18 MW
28	3.27657 MW
29	3.28494 MW
30	4.32742 MW
31	2.4314e-18 MW
32	2.4314e-18 MW
33	2.4314e-18 MW
34	2.4314e-18 MW
35	2.4314e-18 MW
36	2.4314e-18 MW
37	3.99723 MW
38	2.4314e-18 MW
39	0.0335198 MW
40	5.08663 MW
41	2.4314e-18 MW
42	2.4314e-18 MW
43	2.4314e-18 MW
44	2.4314e-18 MW
45	2.11175 MW
46	0.335198 MW
47	2.4314e-18 MW
48	2.4314e-18 MW
49	2.4314e-18 MW
50	2.4314e-18 MW
51	0.301678 MW
52	2.4314e-18 MW
53	2.4314e-18 MW
54	2.4314e-18 MW
Finished writing Power Generation
