
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.117594 MW
2	-0.392406 MW
3	-0.317594 MW
4	-0.690697 MW
5	-0.0917089 MW
6	-0.952791 MW
7	0.652791 MW
8	0.872039 MW
9	3.28555 MW
10	0.770019 MW
11	0.352039 MW
12	0.162039 MW
13	-3.77075 MW
14	0.485202 MW
15	-3.77075 MW
16	0.377885 MW
17	0.344924 MW
18	0.174298 MW
19	-0.00142833 MW
20	0.2 MW
21	0.00492438 MW
22	0.0342978 MW
23	-1.47397 MW
24	0.64673 MW
25	-0.0335422 MW
26	-0.251428 MW
28	2.00491 MW
29	0.175575 MW
30	-0.00606105 MW
31	-0.6 MW
32	-0.174881 MW
33	-0.228389 MW
34	-0.354881 MW
35	-0.494881 MW
36	-0.594881 MW
37	-0.197081 MW
38	-1.35135 MW
39	0.883552 MW
40	-0.0985402 MW
41	-0.0985403 MW
42	0.746161 MW
43	1.23828 MW
44	1.88497 MW
45	0.312823 MW
46	0.107851 MW
47	0.197602 MW
48	0.142823 MW
49	-0.0971772 MW
50	0.365264 MW
51	-0.292946 MW
52	0.00606092 MW
53	0.102396 MW
54	-0.263542 MW
55	0.280339 MW
56	-1.13453 MW
57	0.0358055 MW
58	0.0296599 MW
59	-0.359662 MW
60	2.15687 MW
61	0.249298 MW
62	0.14984 MW
63	-1.79161 MW
64	-0.0207025 MW
65	0.100851 MW
66	-0.171714 MW
67	-0.269149 MW
68	-0.405432 MW
69	-0.405432 MW
70	-0.144195 MW
71	-0.304195 MW
72	-0.344435 MW
73	-0.489759 MW
74	-0.322054 MW
75	-0.143173 MW
76	-0.0558243 MW
77	-0.606229 MW
78	-0.343173 MW
79	0.541438 MW
80	0.669213 MW
81	0.39181 MW
82	0.389118 MW
83	-1.17139 MW
84	-1.17139 MW
85	-0.509017 MW
86	0.371438 MW
87	0.293352 MW
88	0.205861 MW
89	0.113352 MW
90	-0.116648 MW
91	0.0697026 MW
92	0.161735 MW
93	-0.294942 MW
94	-0.224067 MW
95	-0.336229 MW
96	-0.251438 MW
97	-0.0858611 MW
98	-0.275597 MW
99	-0.289435 MW
100	-0.457275 MW
101	-0.544269 MW
102	1.66585 MW
103	-1.13596 MW
104	-0.101318 MW
105	0.256689 MW
106	0.596215 MW
107	-0.372775 MW
108	-0.241854 MW
109	-1.66585 MW
110	-2.26207 MW
111	0.34269 MW
112	-1.12002 MW
113	0.521854 MW
114	-0.72083 MW
115	-0.399179 MW
116	1.24381e-06 MW
117	0.990377 MW
118	1.01417 MW
119	0.486502 MW
120	0.0985401 MW
121	0.147827 MW
122	-0.0145304 MW
123	0.0985403 MW
124	-9.7817e-13 MW
125	-0.532174 MW
126	-0.373148 MW
127	0.370617 MW
128	-0.639383 MW
129	-0.0406174 MW
130	0.461427 MW
131	-0.934001 MW
132	-0.431419 MW
133	-0.232036 MW
134	-0.248573 MW
135	-0.638573 MW
136	-0.399179 MW
137	0.0846646 MW
138	0.157691 MW
139	0.131704 MW
140	-0.0802677 MW
141	-0.581518 MW
142	-0.190518 MW
143	-0.315646 MW
144	-0.465873 MW
145	-0.425646 MW
146	0.176482 MW
147	-0.554905 MW
148	-0.753096 MW
149	-0.0335176 MW
150	-1.03491 MW
151	0.320558 MW
152	0.604463 MW
153	1.79872 MW
154	0.574544 MW
155	0.145021 MW
156	0.145021 MW
157	0.619002 MW
158	0.563407 MW
159	0.275067 MW
160	0.410808 MW
161	0.499002 MW
162	0.546077 MW
163	0.352085 MW
164	-0.135753 MW
165	0.126077 MW
166	-0.00769084 MW
167	-0.208296 MW
168	-0.0802677 MW
169	-0.140808 MW
170	0.848115 MW
171	0.427917 MW
172	0.457134 MW
173	-0.360808 MW
174	0.270007 MW
175	0.337148 MW
176	0.346136 MW
177	0.317924 MW
178	0.0981909 MW
179	0.154675 MW
180	0.0922064 MW
181	0.125325 MW
182	0.0722063 MW
183	-0.00779343 MW
184	-0.301658 MW
185	0.25 MW
186	0.0223961 MW
Finished writing Internal Transmission lines' MW Flows
