
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.119339 MW
2	-0.390661 MW
3	-0.319339 MW
4	-0.686728 MW
5	-0.0939326 MW
6	-0.940457 MW
7	0.640457 MW
8	0.864829 MW
9	3.24815 MW
10	0.756134 MW
11	0.344829 MW
12	0.154829 MW
13	-3.77075 MW
14	0.522602 MW
15	-3.77075 MW
16	0.38618 MW
17	0.310411 MW
18	0.132444 MW
19	0.0375433 MW
20	0.2 MW
21	-0.0295893 MW
22	-0.00755642 MW
23	-0.984499 MW
24	0.0672906 MW
25	-0.0199374 MW
26	-0.212457 MW
27	0.754047 MW
28	2.17504 MW
29	0.147127 MW
30	-0.0330908 MW
31	0.154047 MW
32	-0.102632 MW
33	-0.126031 MW
34	-0.282632 MW
35	-0.422632 MW
36	-0.522632 MW
37	-0.19722 MW
38	-1.32091 MW
39	0.925497 MW
40	-0.0986099 MW
41	-0.0986099 MW
42	0.729251 MW
43	1.25181 MW
44	1.90188 MW
45	0.322446 MW
46	0.110427 MW
47	0.198938 MW
48	0.152446 MW
49	-0.0875542 MW
50	0.249444 MW
51	-0.311771 MW
52	0.0330908 MW
53	0.101062 MW
54	-0.249937 MW
55	0.293853 MW
56	-1.00988 MW
58	0.0161466 MW
59	-0.346147 MW
60	2.02594 MW
61	0.259762 MW
62	0.160211 MW
63	-1.7765 MW
64	-0.0102377 MW
65	0.111249 MW
66	-0.161276 MW
67	-0.258751 MW
68	-0.395013 MW
69	-0.395013 MW
70	-0.18 MW
71	-0.34 MW
72	-0.360257 MW
73	-0.509743 MW
74	-0.331314 MW
75	-0.149734 MW
76	-0.0621515 MW
77	-0.609163 MW
78	-0.349734 MW
79	0.540742 MW
80	0.66837 MW
81	0.391097 MW
82	0.388409 MW
83	-1.17528 MW
84	-1.17528 MW
85	-0.510312 MW
86	0.370742 MW
87	0.293088 MW
88	0.205283 MW
89	0.113088 MW
90	-0.116912 MW
91	0.069491 MW
92	0.161042 MW
93	-0.295728 MW
94	-0.223515 MW
95	-0.336994 MW
96	-0.250742 MW
97	-0.0852825 MW
98	-0.276288 MW
99	-0.29016 MW
100	-0.457723 MW
101	-0.54476 MW
102	1.66788 MW
103	-1.13661 MW
104	-0.10111 MW
105	0.257234 MW
106	0.597903 MW
107	-0.372399 MW
108	-0.241478 MW
109	-1.66788 MW
110	-2.26578 MW
111	0.349718 MW
112	-1.11565 MW
113	0.521478 MW
114	-0.717366 MW
115	-0.398284 MW
116	-2.28295e-08 MW
117	0.990336 MW
118	1.01401 MW
119	0.485939 MW
120	0.0986099 MW
121	0.147746 MW
122	-0.0146298 MW
123	0.0986099 MW
124	-9.7817e-13 MW
125	-0.532254 MW
126	-0.373336 MW
127	0.370467 MW
128	-0.639533 MW
129	-0.0404672 MW
130	0.461239 MW
131	-0.934416 MW
132	-0.431611 MW
133	-0.232142 MW
134	-0.248761 MW
135	-0.638761 MW
136	-0.398284 MW
137	0.0847 MW
138	0.157726 MW
139	0.13172 MW
140	-0.080252 MW
141	-0.581539 MW
142	-0.190604 MW
143	-0.315654 MW
144	-0.465884 MW
145	-0.425654 MW
146	0.176482 MW
147	-0.554915 MW
148	-0.753106 MW
149	-0.0335176 MW
150	-1.03492 MW
151	0.320557 MW
152	0.604461 MW
153	1.79871 MW
154	0.57454 MW
155	0.145019 MW
156	0.145019 MW
157	0.618999 MW
158	0.563404 MW
159	0.275061 MW
160	0.410802 MW
161	0.498999 MW
162	0.546085 MW
163	0.352093 MW
164	-0.135774 MW
165	0.126085 MW
166	-0.00772622 MW
167	-0.20828 MW
168	-0.080252 MW
169	-0.140802 MW
170	0.848115 MW
171	0.427917 MW
172	0.457134 MW
173	-0.360802 MW
174	0.270007 MW
175	0.337148 MW
176	0.346136 MW
177	0.317924 MW
178	0.098191 MW
179	0.154675 MW
180	0.0922064 MW
181	0.125325 MW
182	0.0722064 MW
183	-0.00779364 MW
184	-0.301658 MW
185	0.25 MW
186	0.0210621 MW
Finished writing Internal Transmission lines' MW Flows
