
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.11931 MW
2	-0.39069 MW
3	-0.31931 MW
4	-0.686793 MW
5	-0.0938963 MW
6	-0.94061 MW
7	0.64061 MW
8	0.864947 MW
9	3.24866 MW
10	0.756305 MW
11	0.344947 MW
12	0.154947 MW
13	-3.77075 MW
14	0.52209 MW
15	-3.77075 MW
16	0.386236 MW
17	0.310679 MW
18	0.13276 MW
19	0.0375126 MW
20	0.2 MW
21	-0.0293209 MW
22	-0.00723977 MW
23	-0.986609 MW
24	0.0680194 MW
25	-0.017971 MW
26	-0.212487 MW
27	0.755258 MW
28	2.17618 MW
29	0.145999 MW
30	-0.0341783 MW
31	0.155258 MW
32	-0.103939 MW
33	-0.122783 MW
34	-0.283939 MW
35	-0.423939 MW
36	-0.523939 MW
37	-0.202762 MW
38	-1.31862 MW
39	0.92744 MW
40	-0.101381 MW
41	-0.101381 MW
42	0.727235 MW
43	1.25208 MW
44	1.90389 MW
45	0.322791 MW
46	0.110379 MW
47	0.198913 MW
48	0.152791 MW
49	-0.0872089 MW
50	0.249809 MW
51	-0.312554 MW
52	0.0341783 MW
53	0.101087 MW
54	-0.247971 MW
55	0.290312 MW
56	-1.04255 MW
57	0.0394506 MW
58	0.0196878 MW
59	-0.349688 MW
60	2.04302 MW
61	0.251145 MW
62	0.151671 MW
63	-1.79321 MW
64	-0.0188547 MW
65	0.102687 MW
66	-0.169871 MW
67	-0.267313 MW
68	-0.403592 MW
69	-0.403592 MW
70	-0.140549 MW
71	-0.300549 MW
72	-0.342231 MW
73	-0.488318 MW
74	-0.319722 MW
75	-0.143301 MW
76	-0.0610543 MW
77	-0.598668 MW
78	-0.343301 MW
79	0.570405 MW
80	0.537874 MW
81	0.418331 MW
82	0.415456 MW
83	-1.1505 MW
84	-1.1505 MW
85	-0.501525 MW
86	0.400405 MW
87	0.367874 MW
89	0.187874 MW
90	-0.0421261 MW
91	0.0812392 MW
92	0.286721 MW
93	-0.304087 MW
94	-0.199035 MW
95	-0.349726 MW
96	-0.280405 MW
97	0.12 MW
98	-0.288707 MW
99	-0.303203 MW
100	-0.467686 MW
101	-0.554645 MW
102	1.69459 MW
103	-1.13943 MW
104	-0.108251 MW
105	0.247592 MW
106	0.60097 MW
107	-0.3808 MW
108	-0.24986 MW
109	-1.69459 MW
110	-2.29556 MW
111	0.316944 MW
112	-1.12937 MW
113	0.52986 MW
114	-0.728811 MW
115	-0.400557 MW
116	-2.25882e-08 MW
117	0.993682 MW
118	1.0161 MW
119	0.488338 MW
120	0.101381 MW
121	0.146759 MW
122	-0.0158391 MW
123	0.101381 MW
124	-9.7817e-13 MW
125	-0.533241 MW
126	-0.373398 MW
127	0.370419 MW
128	-0.639581 MW
129	-0.0404185 MW
130	0.461716 MW
131	-0.933361 MW
132	-0.431124 MW
133	-0.231872 MW
134	-0.248284 MW
135	-0.638284 MW
136	-0.400557 MW
137	0.0846098 MW
138	0.157636 MW
139	0.13168 MW
140	-0.080292 MW
141	-0.581487 MW
142	-0.190385 MW
143	-0.315632 MW
144	-0.465855 MW
145	-0.425632 MW
146	0.176482 MW
147	-0.554889 MW
148	-0.75308 MW
149	-0.0335176 MW
150	-1.03489 MW
151	0.320559 MW
152	0.604465 MW
153	1.79874 MW
154	0.574549 MW
155	0.145024 MW
156	0.145024 MW
157	0.619007 MW
158	0.563412 MW
159	0.275076 MW
160	0.410817 MW
161	0.499007 MW
162	0.546066 MW
163	0.352073 MW
164	-0.13572 MW
165	0.126066 MW
166	-0.00763597 MW
167	-0.20832 MW
168	-0.080292 MW
169	-0.140817 MW
170	0.848115 MW
171	0.427917 MW
172	0.457134 MW
173	-0.360817 MW
174	0.270007 MW
175	0.337148 MW
176	0.346136 MW
177	0.317924 MW
178	0.0981909 MW
179	0.154675 MW
180	0.0922066 MW
181	0.125325 MW
182	0.0722066 MW
183	-0.00779344 MW
184	-0.301658 MW
185	0.25 MW
186	0.0210869 MW
Finished writing Internal Transmission lines' MW Flows
