
The Optimal Objective value (Generation Dispatch cost) is: 104096

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	3.36258e-13 MW
2	3.36258e-13 MW
3	3.36258e-13 MW
4	3.36258e-13 MW
5	3.77075 MW
6	0.712249 MW
7	3.36258e-13 MW
8	3.36258e-13 MW
9	3.36258e-13 MW
10	3.36258e-13 MW
11	1.84347 MW
12	2.63113 MW
13	3.36258e-13 MW
14	0.0586558 MW
15	3.36258e-13 MW
16	3.36258e-13 MW
17	3.36258e-13 MW
18	3.36258e-13 MW
19	3.36258e-13 MW
20	0.159208 MW
21	1.7094 MW
22	0.402212 MW
23	3.36258e-13 MW
24	3.36258e-13 MW
25	1.29881 MW
26	1.3407 MW
27	3.36258e-13 MW
28	3.27635 MW
29	3.28472 MW
30	4.32713 MW
31	3.36258e-13 MW
32	3.36258e-13 MW
33	3.36258e-13 MW
34	3.36258e-13 MW
35	3.36258e-13 MW
36	3.36258e-13 MW
37	3.99696 MW
38	3.36258e-13 MW
39	0.0335176 MW
40	5.08629 MW
41	3.36258e-13 MW
42	3.36258e-13 MW
43	3.36258e-13 MW
44	3.36258e-13 MW
45	2.11161 MW
46	0.335176 MW
47	3.36258e-13 MW
48	3.36258e-13 MW
49	3.36258e-13 MW
50	3.36258e-13 MW
51	0.301658 MW
52	3.36258e-13 MW
53	3.36258e-13 MW
54	3.36258e-13 MW
Finished writing Power Generation
