
The Optimal Objective value (Generation Dispatch cost) is: 104084

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	2.23714e-18 MW
2	2.23714e-18 MW
3	2.23714e-18 MW
4	2.23714e-18 MW
5	3.77038 MW
6	0.712193 MW
7	2.23714e-18 MW
8	2.23714e-18 MW
9	2.23714e-18 MW
10	2.23711e-18 MW
11	1.84331 MW
12	2.63089 MW
13	2.23714e-18 MW
14	0.0586514 MW
15	2.23712e-18 MW
16	2.23714e-18 MW
17	2.23714e-18 MW
18	2.23714e-18 MW
19	2.23714e-18 MW
20	0.159196 MW
21	1.70925 MW
22	0.402181 MW
23	2.23714e-18 MW
24	2.23714e-18 MW
25	1.2987 MW
26	1.34059 MW
27	2.23714e-18 MW
28	3.27604 MW
29	3.28441 MW
30	4.32668 MW
31	2.23714e-18 MW
32	2.23714e-18 MW
33	2.23714e-18 MW
34	2.23714e-18 MW
35	2.23712e-18 MW
36	2.23714e-18 MW
37	3.99657 MW
38	2.23714e-18 MW
39	0.0335151 MW
40	5.08575 MW
41	2.23714e-18 MW
42	2.23714e-18 MW
43	2.23714e-18 MW
44	2.23714e-18 MW
45	2.11142 MW
46	0.33515 MW
47	2.23714e-18 MW
48	2.23714e-18 MW
49	2.23714e-18 MW
50	2.23712e-18 MW
51	0.301635 MW
52	2.23714e-18 MW
53	2.23714e-18 MW
54	2.23714e-18 MW
Finished writing Power Generation
